sale_id,locality,city,property_type,bhk,area_sqft,sold_price,price_per_sqft,sold_date
SALE1556,Gurgaon Sector 45,Delhi NCR,BUILDER_FLOOR,5,3340,47490000,14218.56,2025-05-09
SALE1557,Pitampura,Delhi NCR,BUILDER_FLOOR,2,1090,15900000,14587.16,2023-11-30
SALE1558,Greater Noida Pari Chowk,Delhi NCR,BUILDER_FLOOR,1,551,3800000,6896.55,2026-07-03
SALE1559,Greater Noida Pari Chowk,Delhi NCR,BUILDER_FLOOR,1,559,3570000,6386.4,2025-11-24
SALE1560,Lajpat Nagar,Delhi NCR,INDEPENDENT_HOUSE,1,724,14960000,20662.98,2024-08-04
SALE1561,North Delhi,Delhi NCR,APARTMENT,4,2032,18870000,9286.42,2024-11-01
SALE1562,Faridabad Sector 15,Delhi NCR,INDEPENDENT_HOUSE,3,1944,19290000,9922.84,2024-08-30
SALE1563,Cyber City Gurgaon,Delhi NCR,BUILDER_FLOOR,3,2052,33990000,16564.33,2025-01-25
SALE1564,Noida Sector 62,Delhi NCR,INDEPENDENT_HOUSE,5,2465,34220000,13882.35,2024-07-28
SALE1565,North Delhi,Delhi NCR,APARTMENT,2,1212,10730000,8853.14,2026-02-06
SALE1566,Sohna Road Gurgaon,Delhi NCR,INDEPENDENT_HOUSE,2,1422,14840000,10436.01,2026-01-07
SALE1567,Golf Course Extension Road,Delhi NCR,INDEPENDENT_HOUSE,4,2664,43430000,16302.55,2023-11-13
SALE1568,Dwarka Sector 21,Delhi NCR,INDEPENDENT_HOUSE,2,1400,23600000,16857.14,2026-06-08
SALE1569,Dwarka Sector 21,Delhi NCR,BUILDER_FLOOR,4,1908,31760000,16645.7,2025-06-16
SALE1570,South Delhi,Delhi NCR,BUILDER_FLOOR,2,1098,26440000,24080.15,2026-01-14
SALE1571,Faridabad Sector 81,Delhi NCR,INDEPENDENT_HOUSE,4,2636,21700000,8232.17,2025-09-03
SALE1572,Greater Noida,Delhi NCR,INDEPENDENT_HOUSE,4,2800,19660000,7021.43,2024-11-09
SALE1573,Vasant Kunj,Delhi NCR,APARTMENT,3,1398,27380000,19585.12,2025-10-02
SALE1574,Noida Sector 18,Delhi NCR,APARTMENT,4,2956,45980000,15554.8,2026-06-13
SALE1575,Faridabad Sector 15,Delhi NCR,INDEPENDENT_HOUSE,5,2535,24870000,9810.65,2024-05-12
SALE1576,Noida Sector 150,Delhi NCR,INDEPENDENT_HOUSE,3,2181,34450000,15795.51,2025-12-22
SALE1577,Saket,Delhi NCR,INDEPENDENT_HOUSE,4,2916,57670000,19777.09,2025-03-01
SALE1578,Greater Noida Pari Chowk,Delhi NCR,APARTMENT,2,1204,9380000,7790.7,2024-12-31
SALE1579,Saket,Delhi NCR,BUILDER_FLOOR,3,1884,37600000,19957.54,2024-11-09
SALE1580,Gurgaon Golf Course Road,Delhi NCR,BUILDER_FLOOR,1,571,14600000,25569.18,2025-09-29
SALE1581,West Delhi,Delhi NCR,INDEPENDENT_HOUSE,5,3345,37920000,11336.32,2024-05-10
SALE1582,Golf Course Extension Road,Delhi NCR,APARTMENT,2,960,14700000,15312.5,2026-02-08
SALE1583,Noida Sector 150,Delhi NCR,INDEPENDENT_HOUSE,5,2680,36550000,13638.06,2026-01-16
SALE1584,Noida Sector 18,Delhi NCR,BUILDER_FLOOR,5,2930,48250000,16467.58,2023-10-23
SALE1585,Faridabad Sector 81,Delhi NCR,INDEPENDENT_HOUSE,1,519,4610000,8882.47,2026-03-13
SALE1586,Greater Noida,Delhi NCR,APARTMENT,3,1542,10630000,6893.64,2024-04-13
SALE1587,Golf Course Extension Road,Delhi NCR,APARTMENT,2,1228,20240000,16482.08,2024-12-11
SALE1588,Noida Sector 76,Delhi NCR,BUILDER_FLOOR,2,1490,13170000,8838.93,2025-05-19
SALE1589,Greater Noida,Delhi NCR,BUILDER_FLOOR,4,1952,13200000,6762.3,2024-09-08
SALE1590,Gurgaon Golf Course Road,Delhi NCR,BUILDER_FLOOR,5,2960,87720000,29635.14,2023-08-21
SALE1591,Sohna Road Gurgaon,Delhi NCR,BUILDER_FLOOR,4,2468,22760000,9222.04,2026-02-07
SALE1592,Gurgaon Golf Course Road,Delhi NCR,INDEPENDENT_HOUSE,4,2532,94010000,37128.75,2024-02-05
SALE1593,Noida Sector 76,Delhi NCR,APARTMENT,4,2232,18940000,8485.66,2024-03-09
SALE1594,North Delhi,Delhi NCR,BUILDER_FLOOR,3,2190,22410000,10232.88,2025-12-11
SALE1595,Faridabad Sector 15,Delhi NCR,BUILDER_FLOOR,1,473,3330000,7040.17,2024-07-28
SALE1596,Ghaziabad Vasundhara,Delhi NCR,APARTMENT,1,530,3540000,6679.25,2026-03-11
SALE1597,South Delhi,Delhi NCR,BUILDER_FLOOR,2,1034,25360000,24526.11,2025-08-27
SALE1598,Noida Sector 62,Delhi NCR,APARTMENT,3,1491,17160000,11509.05,2024-05-18
SALE1599,Central Delhi,Delhi NCR,APARTMENT,3,1602,36050000,22503.12,2023-08-01
SALE1600,Noida Sector 62,Delhi NCR,INDEPENDENT_HOUSE,2,1338,18490000,13819.13,2026-05-25
SALE1601,DLF Phase 5,Delhi NCR,APARTMENT,2,1388,29090000,20958.21,2023-10-22
SALE1602,Pitampura,Delhi NCR,INDEPENDENT_HOUSE,4,1816,26010000,14322.69,2025-09-17
SALE1603,East Delhi,Delhi NCR,APARTMENT,4,2068,19510000,9434.24,2025-01-06
SALE1604,Pitampura,Delhi NCR,BUILDER_FLOOR,1,502,6190000,12330.68,2025-10-28
SALE1605,Sohna Road Gurgaon,Delhi NCR,BUILDER_FLOOR,2,1290,12560000,9736.43,2025-08-15
SALE1606,Golf Course Extension Road,Delhi NCR,INDEPENDENT_HOUSE,2,970,17620000,18164.95,2025-06-27
SALE1607,South Delhi,Delhi NCR,INDEPENDENT_HOUSE,2,1350,34050000,25222.22,2025-01-08
SALE1608,Janakpuri,Delhi NCR,INDEPENDENT_HOUSE,2,1320,22130000,16765.15,2025-12-06
SALE1609,Ghaziabad Indirapuram,Delhi NCR,APARTMENT,1,501,3350000,6686.63,2023-10-30
SALE1610,Cyber City Gurgaon,Delhi NCR,INDEPENDENT_HOUSE,4,2516,55020000,21868.04,2024-03-19
SALE1611,North Delhi,Delhi NCR,APARTMENT,2,1182,12330000,10431.47,2025-08-17
SALE1612,Preet Vihar,Delhi NCR,INDEPENDENT_HOUSE,5,2975,48360000,16255.46,2024-06-20
SALE1613,Vasant Kunj,Delhi NCR,INDEPENDENT_HOUSE,3,1665,42180000,25333.33,2025-04-18
SALE1614,Faridabad Sector 81,Delhi NCR,APARTMENT,4,2404,16310000,6784.53,2024-12-20
SALE1615,Preet Vihar,Delhi NCR,BUILDER_FLOOR,4,2028,23380000,11528.6,2025-02-21
SALE1616,Lajpat Nagar,Delhi NCR,INDEPENDENT_HOUSE,1,634,16340000,25772.87,2024-10-29
SALE1617,Golf Course Extension Road,Delhi NCR,BUILDER_FLOOR,5,3325,47860000,14393.98,2025-10-15
SALE1618,Dwarka Sector 21,Delhi NCR,BUILDER_FLOOR,1,458,7050000,15393.01,2024-07-17
SALE1619,South Delhi,Delhi NCR,BUILDER_FLOOR,2,940,23300000,24787.23,2025-08-29
SALE1620,Noida Sector 76,Delhi NCR,INDEPENDENT_HOUSE,3,2118,23330000,11015.11,2024-05-12
SALE1621,Greater Noida Pari Chowk,Delhi NCR,INDEPENDENT_HOUSE,4,1968,17230000,8755.08,2024-04-21
SALE1622,Gurgaon Sector 56,Delhi NCR,BUILDER_FLOOR,1,608,6910000,11365.13,2023-11-30
SALE1623,Janakpuri,Delhi NCR,APARTMENT,5,3085,40280000,13056.73,2024-02-17
SALE1624,Lajpat Nagar,Delhi NCR,BUILDER_FLOOR,4,2288,37710000,16481.64,2023-11-29
SALE1625,Gurgaon Golf Course Road,Delhi NCR,BUILDER_FLOOR,1,682,19740000,28944.28,2025-02-27
SALE1626,Hauz Khas,Delhi NCR,BUILDER_FLOOR,2,1022,21810000,21340.51,2025-11-02
SALE1627,Golf Course Extension Road,Delhi NCR,INDEPENDENT_HOUSE,1,533,9580000,17973.73,2024-02-08
SALE1628,West Delhi,Delhi NCR,INDEPENDENT_HOUSE,5,2910,33000000,11340.21,2024-03-14
SALE1629,Golf Course Extension Road,Delhi NCR,INDEPENDENT_HOUSE,3,1530,29780000,19464.05,2025-01-01
SALE1630,Vasant Kunj,Delhi NCR,BUILDER_FLOOR,4,2356,49830000,21150.25,2025-09-22
SALE1631,Central Delhi,Delhi NCR,INDEPENDENT_HOUSE,5,2445,76200000,31165.64,2026-06-25
SALE1632,Faridabad Sector 81,Delhi NCR,BUILDER_FLOOR,1,705,5080000,7205.67,2025-02-15
SALE1633,Gurgaon Sector 45,Delhi NCR,BUILDER_FLOOR,2,1160,15690000,13525.86,2024-05-26
SALE1634,Cyber City Gurgaon,Delhi NCR,APARTMENT,5,2255,31140000,13809.31,2023-11-08
SALE1635,South Delhi,Delhi NCR,APARTMENT,1,691,14580000,21099.86,2024-02-18
SALE1636,Gurgaon Sector 56,Delhi NCR,APARTMENT,1,733,10400000,14188.27,2024-03-26
SALE1637,Greater Noida,Delhi NCR,APARTMENT,3,1731,10970000,6337.38,2024-02-02
SALE1638,North Delhi,Delhi NCR,BUILDER_FLOOR,1,742,7140000,9622.64,2023-08-05
SALE1639,Faridabad Sector 81,Delhi NCR,INDEPENDENT_HOUSE,1,541,3870000,7153.42,2025-02-25
SALE1640,Faridabad Neharpar,Delhi NCR,APARTMENT,4,1940,10800000,5567.01,2024-05-16
SALE1641,Noida Sector 18,Delhi NCR,BUILDER_FLOOR,3,1482,21830000,14730.09,2026-06-22
SALE1642,South Delhi,Delhi NCR,BUILDER_FLOOR,2,1198,26860000,22420.7,2025-03-18
SALE1643,Noida Sector 62,Delhi NCR,INDEPENDENT_HOUSE,5,2870,37470000,13055.75,2025-08-23
SALE1644,Faridabad Sector 15,Delhi NCR,APARTMENT,5,2875,20590000,7161.74,2023-12-06
SALE1645,Greater Noida,Delhi NCR,APARTMENT,2,1454,9020000,6203.58,2026-02-26
SALE1646,South Delhi,Delhi NCR,BUILDER_FLOOR,1,642,15600000,24299.07,2025-01-09
SALE1647,Noida Sector 62,Delhi NCR,APARTMENT,2,1442,18160000,12593.62,2026-03-03
SALE1648,Greater Noida,Delhi NCR,BUILDER_FLOOR,1,522,3610000,6915.71,2025-04-10
SALE1649,Gurgaon Golf Course Road,Delhi NCR,APARTMENT,2,1432,39050000,27269.55,2024-12-16
SALE1650,Sohna Road Gurgaon,Delhi NCR,BUILDER_FLOOR,1,747,5910000,7911.65,2024-11-14
SALE1651,Golf Course Extension Road,Delhi NCR,INDEPENDENT_HOUSE,4,1952,36100000,18493.85,2024-02-08
SALE1652,Hauz Khas,Delhi NCR,BUILDER_FLOOR,2,1142,26770000,23441.33,2023-09-15
SALE1653,North Delhi,Delhi NCR,BUILDER_FLOOR,3,1836,18100000,9858.39,2026-05-17
SALE1654,Pitampura,Delhi NCR,APARTMENT,2,1038,15750000,15173.41,2024-12-25
SALE1655,DLF Phase 5,Delhi NCR,APARTMENT,1,534,12620000,23632.96,2026-01-07
SALE1656,North Delhi,Delhi NCR,BUILDER_FLOOR,1,724,6930000,9571.82,2024-10-02
SALE1657,Janakpuri,Delhi NCR,BUILDER_FLOOR,3,2061,25860000,12547.31,2023-10-10
SALE1658,Cyber City Gurgaon,Delhi NCR,APARTMENT,2,1210,21260000,17570.25,2025-06-09
SALE1659,Saket,Delhi NCR,APARTMENT,3,1575,24870000,15790.48,2023-09-17
SALE1660,Preet Vihar,Delhi NCR,BUILDER_FLOOR,4,2848,30780000,10807.58,2023-12-31
SALE1661,Noida Sector 62,Delhi NCR,BUILDER_FLOOR,2,930,11620000,12494.62,2025-03-28
SALE1662,Ghaziabad Indirapuram,Delhi NCR,INDEPENDENT_HOUSE,5,2885,22810000,7906.41,2024-06-18
SALE1663,DLF Phase 5,Delhi NCR,APARTMENT,1,456,9500000,20833.33,2026-07-14
SALE1664,Pitampura,Delhi NCR,APARTMENT,2,1310,17640000,13465.65,2023-11-27
SALE1665,Gurgaon Golf Course Road,Delhi NCR,INDEPENDENT_HOUSE,5,2910,110020000,37807.56,2025-11-04
SALE1666,Lajpat Nagar,Delhi NCR,APARTMENT,1,551,11730000,21288.57,2025-05-15
SALE1667,Ghaziabad Indirapuram,Delhi NCR,APARTMENT,1,619,4120000,6655.9,2025-12-03
SALE1668,Ghaziabad Vasundhara,Delhi NCR,APARTMENT,2,1486,9900000,6662.18,2024-03-24
SALE1669,Noida Sector 76,Delhi NCR,BUILDER_FLOOR,1,645,5780000,8961.24,2025-02-12
SALE1670,Dwarka Sector 21,Delhi NCR,BUILDER_FLOOR,2,1090,15250000,13990.83,2024-11-25
SALE1671,Ghaziabad Indirapuram,Delhi NCR,APARTMENT,1,575,4500000,7826.09,2024-11-17
SALE1672,Faridabad Sector 15,Delhi NCR,BUILDER_FLOOR,5,3475,24140000,6946.76,2026-02-17
SALE1673,Noida Sector 150,Delhi NCR,BUILDER_FLOOR,2,1328,14500000,10918.67,2026-07-10
SALE1674,Faridabad Neharpar,Delhi NCR,APARTMENT,5,2295,13160000,5734.2,2024-06-19
SALE1675,West Delhi,Delhi NCR,BUILDER_FLOOR,5,3490,34930000,10008.6,2025-05-31
SALE1676,Faridabad Sector 81,Delhi NCR,BUILDER_FLOOR,4,2352,13820000,5875.85,2025-05-19
SALE1677,North Delhi,Delhi NCR,INDEPENDENT_HOUSE,2,930,12490000,13430.11,2025-10-09
SALE1678,Noida Sector 150,Delhi NCR,APARTMENT,4,2884,33130000,11487.52,2026-05-24
SALE1679,Pitampura,Delhi NCR,APARTMENT,1,576,8440000,14652.78,2024-03-04
SALE1680,Noida Sector 150,Delhi NCR,INDEPENDENT_HOUSE,1,562,8280000,14733.1,2024-03-08
SALE1681,Noida Extension,Delhi NCR,BUILDER_FLOOR,2,1080,7460000,6907.41,2025-07-13
SALE1682,North Delhi,Delhi NCR,INDEPENDENT_HOUSE,3,1392,17720000,12729.89,2024-01-09
SALE1683,West Delhi,Delhi NCR,INDEPENDENT_HOUSE,5,2610,33510000,12839.08,2024-01-27
SALE1684,Rohini Sector 10,Delhi NCR,BUILDER_FLOOR,5,3040,32930000,10832.24,2023-10-11
SALE1685,Saket,Delhi NCR,APARTMENT,1,569,10550000,18541.3,2023-07-23
SALE1686,Vasant Kunj,Delhi NCR,INDEPENDENT_HOUSE,4,1800,43070000,23927.78,2024-11-25
SALE1687,Rohini Sector 10,Delhi NCR,APARTMENT,3,1620,21880000,13506.17,2025-05-01
SALE1688,North Delhi,Delhi NCR,APARTMENT,1,525,5390000,10266.67,2024-06-04
SALE1689,Gurgaon Sector 56,Delhi NCR,APARTMENT,5,3180,47050000,14795.6,2024-03-30
SALE1690,Sohna Road Gurgaon,Delhi NCR,INDEPENDENT_HOUSE,4,3000,28520000,9506.67,2025-09-02
SALE1691,Noida Sector 62,Delhi NCR,BUILDER_FLOOR,2,1060,12470000,11764.15,2025-08-29
SALE1692,Greater Noida Pari Chowk,Delhi NCR,INDEPENDENT_HOUSE,4,2448,18550000,7577.61,2024-11-29
SALE1693,West Delhi,Delhi NCR,APARTMENT,5,2695,27270000,10118.74,2025-08-12
SALE1694,Noida Sector 18,Delhi NCR,APARTMENT,2,900,14810000,16455.56,2026-04-28
SALE1695,Noida Sector 76,Delhi NCR,INDEPENDENT_HOUSE,1,543,5710000,10515.65,2025-11-30
SALE1696,Pitampura,Delhi NCR,INDEPENDENT_HOUSE,5,2515,47790000,19001.99,2025-06-05
SALE1697,Gurgaon Sector 56,Delhi NCR,BUILDER_FLOOR,1,571,7080000,12399.3,2025-07-14
SALE1698,North Delhi,Delhi NCR,APARTMENT,1,621,6110000,9838.97,2026-05-09
SALE1699,Central Delhi,Delhi NCR,APARTMENT,2,968,24040000,24834.71,2024-10-28
SALE1700,DLF Phase 5,Delhi NCR,INDEPENDENT_HOUSE,1,474,13180000,27805.91,2025-03-08
SALE1701,Greater Noida,Delhi NCR,APARTMENT,4,2808,20340000,7243.59,2025-06-29
SALE1702,West Delhi,Delhi NCR,INDEPENDENT_HOUSE,4,2004,27740000,13842.32,2026-04-11
SALE1703,Pitampura,Delhi NCR,APARTMENT,4,1948,29720000,15256.67,2026-01-11
SALE1704,Saket,Delhi NCR,BUILDER_FLOOR,1,613,10240000,16704.73,2023-10-07
SALE1705,DLF Phase 5,Delhi NCR,APARTMENT,3,1611,43160000,26790.81,2024-01-18
SALE1706,Gurgaon Sector 45,Delhi NCR,INDEPENDENT_HOUSE,1,730,12400000,16986.3,2024-06-22
SALE1707,Gurgaon Golf Course Road,Delhi NCR,BUILDER_FLOOR,5,3485,103570000,29718.79,2025-10-18
SALE1708,Greater Noida Pari Chowk,Delhi NCR,INDEPENDENT_HOUSE,2,1344,10130000,7537.2,2025-04-04
SALE1709,DLF Phase 5,Delhi NCR,BUILDER_FLOOR,2,1094,25540000,23345.52,2024-06-01
SALE1710,Central Delhi,Delhi NCR,INDEPENDENT_HOUSE,3,1806,51910000,28743.08,2023-12-04
SALE1711,Hauz Khas,Delhi NCR,BUILDER_FLOOR,5,3655,100690000,27548.56,2025-08-13
SALE1712,Gurgaon Sector 56,Delhi NCR,APARTMENT,3,1353,17210000,12719.88,2025-08-25
SALE1713,Noida Sector 18,Delhi NCR,INDEPENDENT_HOUSE,5,3475,55020000,15833.09,2026-05-19
SALE1714,Vasant Kunj,Delhi NCR,APARTMENT,2,1198,28760000,24006.68,2025-01-19
SALE1715,Ghaziabad Raj Nagar Extension,Delhi NCR,APARTMENT,3,1959,10680000,5451.76,2025-01-12
SALE1716,Central Delhi,Delhi NCR,APARTMENT,5,3240,76280000,23543.21,2023-10-17
SALE1717,Noida Extension,Delhi NCR,BUILDER_FLOOR,2,1356,8780000,6474.93,2023-09-02
SALE1718,Ghaziabad Indirapuram,Delhi NCR,BUILDER_FLOOR,3,1695,14000000,8259.59,2024-11-05
SALE1719,Hauz Khas,Delhi NCR,APARTMENT,1,493,12950000,26267.75,2024-07-08
SALE1720,Greater Noida,Delhi NCR,INDEPENDENT_HOUSE,2,1466,9930000,6773.53,2024-04-20
SALE1721,Noida Extension,Delhi NCR,INDEPENDENT_HOUSE,4,2896,27530000,9506.22,2023-10-29
SALE1722,Ghaziabad Raj Nagar Extension,Delhi NCR,INDEPENDENT_HOUSE,2,1386,8600000,6204.91,2026-06-09
SALE1723,Noida Sector 76,Delhi NCR,INDEPENDENT_HOUSE,1,707,7370000,10424.33,2026-01-22
SALE1724,Faridabad Neharpar,Delhi NCR,INDEPENDENT_HOUSE,5,2625,13960000,5318.1,2025-04-11
SALE1725,Ghaziabad Indirapuram,Delhi NCR,APARTMENT,2,1116,9140000,8189.96,2026-05-28
SALE1726,Golf Course Extension Road,Delhi NCR,APARTMENT,4,1960,33710000,17198.98,2026-07-20
SALE1727,Greater Noida Pari Chowk,Delhi NCR,APARTMENT,2,1164,7710000,6623.71,2025-07-26
SALE1728,Lajpat Nagar,Delhi NCR,APARTMENT,4,2936,54070000,18416.21,2024-05-11
SALE1729,North Delhi,Delhi NCR,BUILDER_FLOOR,5,3420,38480000,11251.46,2023-09-03
SALE1730,South Delhi,Delhi NCR,INDEPENDENT_HOUSE,5,3750,99670000,26578.67,2025-10-26
SALE1731,Greater Noida,Delhi NCR,APARTMENT,4,2104,12230000,5812.74,2024-12-17
SALE1732,DLF Phase 5,Delhi NCR,APARTMENT,5,2505,65270000,26055.89,2025-07-04
SALE1733,West Delhi,Delhi NCR,BUILDER_FLOOR,3,1938,21290000,10985.55,2026-04-20
SALE1734,Ghaziabad Raj Nagar Extension,Delhi NCR,APARTMENT,2,1182,6310000,5338.41,2024-02-04
SALE1735,Noida Sector 76,Delhi NCR,APARTMENT,4,2476,22250000,8986.27,2025-04-22
SALE1736,Hauz Khas,Delhi NCR,INDEPENDENT_HOUSE,4,2348,78830000,33573.25,2025-06-15
SALE1737,Vasant Kunj,Delhi NCR,BUILDER_FLOOR,3,1827,35840000,19616.86,2025-01-09
SALE1738,Faridabad Sector 15,Delhi NCR,INDEPENDENT_HOUSE,1,566,4840000,8551.24,2023-10-29
SALE1739,Ghaziabad Indirapuram,Delhi NCR,BUILDER_FLOOR,3,1989,15390000,7737.56,2024-08-05
SALE1740,Gurgaon Golf Course Road,Delhi NCR,APARTMENT,4,2232,70250000,31474.01,2024-07-20
SALE1741,Greater Noida,Delhi NCR,INDEPENDENT_HOUSE,4,2856,24730000,8658.96,2025-07-24
SALE1742,Hauz Khas,Delhi NCR,INDEPENDENT_HOUSE,2,966,27340000,28302.28,2026-02-15
SALE1743,Faridabad Sector 81,Delhi NCR,BUILDER_FLOOR,2,1436,10400000,7242.34,2024-07-16
SALE1744,Vasant Kunj,Delhi NCR,APARTMENT,2,1104,25530000,23125.0,2025-08-19
SALE1745,Preet Vihar,Delhi NCR,APARTMENT,4,1900,26730000,14068.42,2024-05-31
SALE1746,Rohini Sector 10,Delhi NCR,BUILDER_FLOOR,3,2061,24770000,12018.44,2026-05-21
SALE1747,Cyber City Gurgaon,Delhi NCR,INDEPENDENT_HOUSE,1,573,10580000,18464.22,2025-12-28
SALE1748,Ghaziabad Indirapuram,Delhi NCR,APARTMENT,4,3000,22850000,7616.67,2025-03-14
SALE1749,West Delhi,Delhi NCR,APARTMENT,3,1488,14620000,9825.27,2024-11-30
SALE1750,Noida Extension,Delhi NCR,APARTMENT,2,1484,12060000,8126.68,2024-06-29
SALE1751,Janakpuri,Delhi NCR,APARTMENT,2,1110,13950000,12567.57,2024-07-09
SALE1752,Greater Noida,Delhi NCR,INDEPENDENT_HOUSE,1,454,3510000,7731.28,2026-06-18
SALE1753,Golf Course Extension Road,Delhi NCR,INDEPENDENT_HOUSE,2,908,14990000,16508.81,2024-10-05
SALE1754,Noida Sector 62,Delhi NCR,INDEPENDENT_HOUSE,3,1998,29500000,14764.76,2025-02-03
SALE1755,West Delhi,Delhi NCR,BUILDER_FLOOR,3,1683,17490000,10392.16,2026-07-07
SALE1756,Faridabad Neharpar,Delhi NCR,INDEPENDENT_HOUSE,4,2996,15830000,5283.71,2025-07-10
SALE1757,Faridabad Sector 81,Delhi NCR,INDEPENDENT_HOUSE,3,2211,18010000,8145.64,2025-03-06
SALE1758,Noida Sector 18,Delhi NCR,BUILDER_FLOOR,1,696,8770000,12600.57,2024-10-15
SALE1759,Noida Sector 150,Delhi NCR,INDEPENDENT_HOUSE,3,1773,23700000,13367.17,2024-02-11
SALE1760,Noida Sector 62,Delhi NCR,APARTMENT,2,1428,16960000,11876.75,2024-08-20
SALE1761,Hauz Khas,Delhi NCR,INDEPENDENT_HOUSE,4,2452,77550000,31627.24,2025-10-27
SALE1762,Vasant Kunj,Delhi NCR,INDEPENDENT_HOUSE,4,2404,56210000,23381.86,2025-06-05
SALE1763,Greater Noida,Delhi NCR,BUILDER_FLOOR,4,1872,12470000,6661.32,2025-10-30
SALE1764,Rohini Sector 10,Delhi NCR,BUILDER_FLOOR,2,1446,18070000,12496.54,2024-02-29
SALE1765,Ghaziabad Raj Nagar Extension,Delhi NCR,INDEPENDENT_HOUSE,3,2127,13200000,6205.92,2025-03-13
SALE1766,Gurgaon Sector 45,Delhi NCR,INDEPENDENT_HOUSE,5,2710,38140000,14073.8,2026-05-02
SALE1767,Ghaziabad Raj Nagar Extension,Delhi NCR,APARTMENT,3,2208,13100000,5932.97,2024-11-12
SALE1768,Dwarka Sector 21,Delhi NCR,INDEPENDENT_HOUSE,3,1485,24500000,16498.32,2025-08-24
SALE1769,Pitampura,Delhi NCR,INDEPENDENT_HOUSE,3,1995,36410000,18250.63,2023-12-01
SALE1770,East Delhi,Delhi NCR,BUILDER_FLOOR,3,2247,20030000,8914.11,2026-06-21
SALE1771,Cyber City Gurgaon,Delhi NCR,BUILDER_FLOOR,1,748,12260000,16390.37,2025-05-18
SALE1772,Lajpat Nagar,Delhi NCR,BUILDER_FLOOR,2,1412,23770000,16834.28,2024-04-08
SALE1773,Noida Extension,Delhi NCR,INDEPENDENT_HOUSE,3,1983,15460000,7796.27,2024-01-10
SALE1774,Gurgaon Sector 56,Delhi NCR,APARTMENT,2,1250,15810000,12648.0,2025-03-15
SALE1775,Ghaziabad Vasundhara,Delhi NCR,APARTMENT,3,1626,11980000,7367.77,2025-03-17
SALE1776,Faridabad Sector 15,Delhi NCR,BUILDER_FLOOR,2,1220,10150000,8319.67,2023-10-31
SALE1777,South Delhi,Delhi NCR,BUILDER_FLOOR,3,1671,39640000,23722.32,2026-07-12
SALE1778,Gurgaon Sector 45,Delhi NCR,INDEPENDENT_HOUSE,2,1400,22800000,16285.71,2026-04-16
SALE1779,Gurgaon Golf Course Road,Delhi NCR,APARTMENT,5,3360,97850000,29122.02,2024-12-07
SALE1780,Noida Sector 76,Delhi NCR,BUILDER_FLOOR,4,2584,18700000,7236.84,2023-11-26
SALE1781,Rohini Sector 10,Delhi NCR,INDEPENDENT_HOUSE,3,1371,22060000,16090.44,2026-01-18
SALE1782,Faridabad Neharpar,Delhi NCR,APARTMENT,1,452,2350000,5199.12,2025-01-17
SALE1783,Preet Vihar,Delhi NCR,APARTMENT,3,1827,20300000,11111.11,2025-09-13
SALE1784,Noida Extension,Delhi NCR,INDEPENDENT_HOUSE,5,3030,24550000,8102.31,2025-01-28
SALE1785,Saket,Delhi NCR,BUILDER_FLOOR,3,2049,39400000,19228.89,2024-05-15
SALE1786,Faridabad Neharpar,Delhi NCR,BUILDER_FLOOR,4,2072,9870000,4763.51,2026-01-20
SALE1787,Faridabad Sector 15,Delhi NCR,BUILDER_FLOOR,2,1068,9690000,9073.03,2026-06-29
SALE1788,Noida Sector 76,Delhi NCR,APARTMENT,2,1128,10240000,9078.01,2024-04-13
SALE1789,Golf Course Extension Road,Delhi NCR,APARTMENT,1,708,9570000,13516.95,2025-03-16
SALE1790,Sohna Road Gurgaon,Delhi NCR,INDEPENDENT_HOUSE,1,642,7720000,12024.92,2024-09-13
SALE1791,Central Delhi,Delhi NCR,INDEPENDENT_HOUSE,5,2370,76030000,32080.17,2026-04-26
SALE1792,Hauz Khas,Delhi NCR,INDEPENDENT_HOUSE,1,460,11930000,25934.78,2025-01-28
SALE1793,Cyber City Gurgaon,Delhi NCR,BUILDER_FLOOR,4,2576,36560000,14192.55,2026-03-10
SALE1794,Central Delhi,Delhi NCR,BUILDER_FLOOR,2,1110,30550000,27522.52,2026-02-21
SALE1795,South Delhi,Delhi NCR,BUILDER_FLOOR,4,2004,46240000,23073.85,2024-05-18
SALE1796,Noida Sector 150,Delhi NCR,INDEPENDENT_HOUSE,5,2600,36530000,14050.0,2025-12-02
SALE1797,DLF Phase 5,Delhi NCR,INDEPENDENT_HOUSE,5,2550,68650000,26921.57,2024-10-17
SALE1798,DLF Phase 5,Delhi NCR,BUILDER_FLOOR,2,1104,28710000,26005.43,2026-05-09
SALE1799,Faridabad Neharpar,Delhi NCR,APARTMENT,3,1977,9280000,4693.98,2025-01-27
SALE1800,Saket,Delhi NCR,INDEPENDENT_HOUSE,4,2224,50750000,22819.24,2026-01-05
SALE1801,Ghaziabad Raj Nagar Extension,Delhi NCR,BUILDER_FLOOR,2,902,4240000,4700.67,2024-05-25
SALE1802,Gurgaon Golf Course Road,Delhi NCR,APARTMENT,5,3510,87940000,25054.13,2024-06-12
SALE1803,Gurgaon Golf Course Road,Delhi NCR,INDEPENDENT_HOUSE,1,501,18880000,37684.63,2025-04-24
SALE1804,Pitampura,Delhi NCR,BUILDER_FLOOR,3,1755,24310000,13851.85,2026-07-19
SALE1805,DLF Phase 5,Delhi NCR,APARTMENT,1,598,13750000,22993.31,2025-01-07
SALE1806,North Delhi,Delhi NCR,BUILDER_FLOOR,1,498,5500000,11044.18,2023-12-30
