log_id,session_id,user_id,action_name,input_params,output_result,status,execution_time_ms,timestamp
LOG1215,SESS504,OWN1179,get_average_rent,"{""locality"": ""Saket"", ""bhk"": 2}","{""status"": ""SUCCESS"", ""avg_rent_inr"": 31794}",SUCCESS,2404,2026-07-21 06:50:23
LOG1216,SESS529,OWN1764,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""South Delhi"", ""max_price"": 5000000}","{""status"": ""SUCCESS"", ""matches_found"": 5, ""top_property_id"": ""PROP1608""}",SUCCESS,696,2026-07-21 06:50:17
LOG1217,SESS615,OWN1516,estimate_fair_price,"{""property_id"": ""PROP1045"", ""area_sqft"": 1200, ""bhk"": 2}","{""status"": ""FAILED"", ""estimated_price"": ""Error: Incomplete historical sales data""}",FAILED,2385,2026-07-21 06:50:37
LOG1218,SESS577,OWN1470,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""South Delhi"", ""max_price"": 5000000}","{""status"": ""SUCCESS"", ""matches_found"": 4, ""top_property_id"": ""PROP1437""}",SUCCESS,692,2026-07-21 06:50:48
LOG1219,SESS625,OWN1730,schedule_property_visit,"{""property_id"": ""PROP1083"", ""user_name"": ""Joshua Barman"", ""slot"": ""2026-08-10 11:00 AM""}","{""status"": ""SUCCESS"", ""visit_id"": ""VST1330""}",SUCCESS,2741,2026-07-21 06:50:33
LOG1220,SESS537,OWN1068,estimate_fair_price,"{""property_id"": ""PROP1649"", ""area_sqft"": 1200, ""bhk"": 2}","{""status"": ""SUCCESS"", ""estimated_price"": 5727598}",SUCCESS,2496,2026-07-21 06:51:08
LOG1221,SESS682,OWN1333,schedule_property_visit,"{""property_id"": ""PROP1544"", ""user_name"": ""Ishita Kade"", ""slot"": ""2026-08-10 11:00 AM""}","{""status"": ""FAILED"", ""visit_id"": ""Error: Slot unavailable""}",FAILED,1457,2026-07-21 06:50:55
LOG1222,SESS616,OWN1518,send_owner_email,"{""owner_id"": ""OWN1059"", ""message"": ""Hi, I am interested in viewing your property.""}","{""status"": ""SUCCESS"", ""email_sent"": true, ""error_code"": null}",SUCCESS,2508,2026-07-21 06:50:55
LOG1223,SESS684,OWN1887,estimate_fair_price,"{""property_id"": ""PROP1910"", ""area_sqft"": 1200, ""bhk"": 2}","{""status"": ""SUCCESS"", ""estimated_price"": 4979185}",SUCCESS,1944,2026-07-21 06:50:36
LOG1224,SESS586,OWN1848,schedule_property_visit,"{""property_id"": ""PROP1748"", ""user_name"": ""Mohammed Khalsa"", ""slot"": ""2026-08-10 11:00 AM""}","{""status"": ""SUCCESS"", ""visit_id"": ""VST1098""}",SUCCESS,1530,2026-07-21 06:51:06
LOG1225,SESS609,OWN1321,get_average_rent,"{""locality"": ""Indirapuram"", ""bhk"": 2}","{""status"": ""SUCCESS"", ""avg_rent_inr"": 33540}",SUCCESS,524,2026-07-21 06:51:13
LOG1226,SESS523,OWN1852,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""Noida Sector 62"", ""max_price"": 5000000}","{""status"": ""SUCCESS"", ""matches_found"": 3, ""top_property_id"": ""PROP1832""}",SUCCESS,782,2026-07-21 06:51:03
LOG1227,SESS642,OWN1062,send_owner_email,"{""owner_id"": ""OWN1288"", ""message"": ""Hi, I am interested in viewing your property.""}","{""status"": ""FAILED"", ""email_sent"": false, ""error_code"": ""SMTP_TIMEOUT""}",FAILED,1600,2026-07-21 06:51:07
LOG1228,SESS671,OWN1126,schedule_property_visit,"{""property_id"": ""PROP1682"", ""user_name"": ""Praneel Natarajan"", ""slot"": ""2026-08-10 11:00 AM""}","{""status"": ""SUCCESS"", ""visit_id"": ""VST1964""}",SUCCESS,1982,2026-07-21 06:51:01
LOG1229,SESS722,OWN1938,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""Gurgaon Sector 56"", ""max_price"": 5000000}","{""status"": ""FAILED"", ""matches_found"": 0, ""top_property_id"": ""PROP1320""}",FAILED,1690,2026-07-21 06:50:39
LOG1230,SESS526,OWN1592,send_owner_email,"{""owner_id"": ""OWN1247"", ""message"": ""Hi, I am interested in viewing your property.""}","{""status"": ""SUCCESS"", ""email_sent"": true, ""error_code"": null}",SUCCESS,1168,2026-07-21 06:50:55
LOG1231,SESS716,OWN1111,get_average_rent,"{""locality"": ""Cyber City Gurgaon"", ""bhk"": 2}","{""status"": ""FAILED"", ""avg_rent_inr"": ""Error: Locality not found""}",FAILED,720,2026-07-21 06:50:59
LOG1232,SESS695,OWN1286,send_owner_email,"{""owner_id"": ""OWN1220"", ""message"": ""Hi, I am interested in viewing your property.""}","{""status"": ""SUCCESS"", ""email_sent"": true, ""error_code"": null}",SUCCESS,2547,2026-07-21 06:50:29
LOG1233,SESS749,OWN1786,send_owner_email,"{""owner_id"": ""OWN1286"", ""message"": ""Hi, I am interested in viewing your property.""}","{""status"": ""SUCCESS"", ""email_sent"": true, ""error_code"": null}",SUCCESS,357,2026-07-21 06:50:24
LOG1234,SESS655,OWN1952,get_average_rent,"{""locality"": ""Cyber City Gurgaon"", ""bhk"": 2}","{""status"": ""SUCCESS"", ""avg_rent_inr"": 28124}",SUCCESS,1641,2026-07-21 06:50:57
LOG1235,SESS589,OWN1007,estimate_fair_price,"{""property_id"": ""PROP1580"", ""area_sqft"": 1200, ""bhk"": 2}","{""status"": ""FAILED"", ""estimated_price"": ""Error: Incomplete historical sales data""}",FAILED,1891,2026-07-21 06:50:37
LOG1236,SESS517,OWN1146,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""Gurgaon Sector 56"", ""max_price"": 5000000}","{""status"": ""SUCCESS"", ""matches_found"": 2, ""top_property_id"": ""PROP1386""}",SUCCESS,1969,2026-07-21 06:50:17
LOG1237,SESS616,OWN1350,estimate_fair_price,"{""property_id"": ""PROP1739"", ""area_sqft"": 1200, ""bhk"": 2}","{""status"": ""SUCCESS"", ""estimated_price"": 5180280}",SUCCESS,2574,2026-07-21 06:50:43
LOG1238,SESS652,OWN1087,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""Gurgaon Sector 56"", ""max_price"": 5000000}","{""status"": ""SUCCESS"", ""matches_found"": 1, ""top_property_id"": ""PROP1691""}",SUCCESS,584,2026-07-21 06:50:26
LOG1239,SESS569,OWN1454,schedule_property_visit,"{""property_id"": ""PROP1453"", ""user_name"": ""Inaya Mody"", ""slot"": ""2026-08-10 11:00 AM""}","{""status"": ""SUCCESS"", ""visit_id"": ""VST1425""}",SUCCESS,1368,2026-07-21 06:51:04
LOG1240,SESS555,OWN1774,send_owner_email,"{""owner_id"": ""OWN1221"", ""message"": ""Hi, I am interested in viewing your property.""}","{""status"": ""SUCCESS"", ""email_sent"": true, ""error_code"": null}",SUCCESS,704,2026-07-21 06:51:07
LOG1241,SESS572,OWN1695,send_owner_email,"{""owner_id"": ""OWN1158"", ""message"": ""Hi, I am interested in viewing your property.""}","{""status"": ""SUCCESS"", ""email_sent"": true, ""error_code"": null}",SUCCESS,436,2026-07-21 06:50:28
LOG1242,SESS556,OWN1405,send_owner_email,"{""owner_id"": ""OWN1105"", ""message"": ""Hi, I am interested in viewing your property.""}","{""status"": ""SUCCESS"", ""email_sent"": true, ""error_code"": null}",SUCCESS,1484,2026-07-21 06:50:54
LOG1243,SESS742,OWN1217,estimate_fair_price,"{""property_id"": ""PROP1297"", ""area_sqft"": 1200, ""bhk"": 2}","{""status"": ""SUCCESS"", ""estimated_price"": 5188122}",SUCCESS,741,2026-07-21 06:50:38
LOG1244,SESS501,OWN1510,schedule_property_visit,"{""property_id"": ""PROP1390"", ""user_name"": ""Ekaraj Mallick"", ""slot"": ""2026-08-10 11:00 AM""}","{""status"": ""SUCCESS"", ""visit_id"": ""VST1546""}",SUCCESS,1192,2026-07-21 06:50:36
LOG1245,SESS628,OWN1573,get_average_rent,"{""locality"": ""Saket"", ""bhk"": 2}","{""status"": ""SUCCESS"", ""avg_rent_inr"": 19386}",SUCCESS,2036,2026-07-21 06:50:45
LOG1246,SESS504,OWN1471,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""Gurgaon Sector 56"", ""max_price"": 5000000}","{""status"": ""FAILED"", ""matches_found"": 0, ""top_property_id"": ""PROP1440""}",FAILED,2598,2026-07-21 06:50:55
LOG1247,SESS603,OWN1727,schedule_property_visit,"{""property_id"": ""PROP1415"", ""user_name"": ""Ayaan D\u2019Alia"", ""slot"": ""2026-08-10 11:00 AM""}","{""status"": ""SUCCESS"", ""visit_id"": ""VST1022""}",SUCCESS,1580,2026-07-21 06:51:07
LOG1248,SESS543,OWN1821,send_owner_email,"{""owner_id"": ""OWN1186"", ""message"": ""Hi, I am interested in viewing your property.""}","{""status"": ""SUCCESS"", ""email_sent"": true, ""error_code"": null}",SUCCESS,610,2026-07-21 06:50:30
LOG1249,SESS611,OWN1865,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""Gurgaon Sector 56"", ""max_price"": 5000000}","{""status"": ""SUCCESS"", ""matches_found"": 4, ""top_property_id"": ""PROP1537""}",SUCCESS,572,2026-07-21 06:50:49
LOG1250,SESS601,OWN1892,get_average_rent,"{""locality"": ""Indirapuram"", ""bhk"": 2}","{""status"": ""SUCCESS"", ""avg_rent_inr"": 28913}",SUCCESS,938,2026-07-21 06:51:14
LOG1251,SESS519,OWN1523,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""Noida Sector 62"", ""max_price"": 5000000}","{""status"": ""SUCCESS"", ""matches_found"": 3, ""top_property_id"": ""PROP1360""}",SUCCESS,854,2026-07-21 06:50:17
LOG1252,SESS560,OWN1106,estimate_fair_price,"{""property_id"": ""PROP1178"", ""area_sqft"": 1200, ""bhk"": 2}","{""status"": ""SUCCESS"", ""estimated_price"": 5763322}",SUCCESS,876,2026-07-21 06:50:50
LOG1253,SESS694,OWN1778,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""Gurgaon Sector 56"", ""max_price"": 5000000}","{""status"": ""SUCCESS"", ""matches_found"": 4, ""top_property_id"": ""PROP1476""}",SUCCESS,2559,2026-07-21 06:50:35
LOG1254,SESS694,OWN1594,schedule_property_visit,"{""property_id"": ""PROP1904"", ""user_name"": ""Rajata Vaidya"", ""slot"": ""2026-08-10 11:00 AM""}","{""status"": ""SUCCESS"", ""visit_id"": ""VST1579""}",SUCCESS,1573,2026-07-21 06:50:21
LOG1255,SESS721,OWN1995,get_average_rent,"{""locality"": ""Indirapuram"", ""bhk"": 2}","{""status"": ""SUCCESS"", ""avg_rent_inr"": 33365}",SUCCESS,2061,2026-07-21 06:51:08
LOG1256,SESS661,OWN1311,get_average_rent,"{""locality"": ""Cyber City Gurgaon"", ""bhk"": 2}","{""status"": ""SUCCESS"", ""avg_rent_inr"": 34624}",SUCCESS,553,2026-07-21 06:50:26
LOG1257,SESS579,OWN1473,schedule_property_visit,"{""property_id"": ""PROP1378"", ""user_name"": ""Rajata Agarwal"", ""slot"": ""2026-08-10 11:00 AM""}","{""status"": ""SUCCESS"", ""visit_id"": ""VST1852""}",SUCCESS,1425,2026-07-21 06:50:46
LOG1258,SESS519,OWN1661,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""Gurgaon Sector 56"", ""max_price"": 5000000}","{""status"": ""SUCCESS"", ""matches_found"": 4, ""top_property_id"": ""PROP1474""}",SUCCESS,2627,2026-07-21 06:51:03
LOG1259,SESS641,OWN1978,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""Gurgaon Sector 56"", ""max_price"": 5000000}","{""status"": ""SUCCESS"", ""matches_found"": 2, ""top_property_id"": ""PROP1330""}",SUCCESS,2728,2026-07-21 06:50:56
LOG1260,SESS621,OWN1514,estimate_fair_price,"{""property_id"": ""PROP1462"", ""area_sqft"": 1200, ""bhk"": 2}","{""status"": ""FAILED"", ""estimated_price"": ""Error: Incomplete historical sales data""}",FAILED,673,2026-07-21 06:51:11
LOG1261,SESS707,OWN1921,get_average_rent,"{""locality"": ""Indirapuram"", ""bhk"": 2}","{""status"": ""FAILED"", ""avg_rent_inr"": ""Error: Locality not found""}",FAILED,2316,2026-07-21 06:50:59
LOG1262,SESS665,OWN1177,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""South Delhi"", ""max_price"": 5000000}","{""status"": ""SUCCESS"", ""matches_found"": 4, ""top_property_id"": ""PROP1537""}",SUCCESS,2391,2026-07-21 06:50:26
LOG1263,SESS656,OWN1163,get_average_rent,"{""locality"": ""Cyber City Gurgaon"", ""bhk"": 2}","{""status"": ""SUCCESS"", ""avg_rent_inr"": 30694}",SUCCESS,1924,2026-07-21 06:50:40
LOG1264,SESS698,OWN1347,send_owner_email,"{""owner_id"": ""OWN1172"", ""message"": ""Hi, I am interested in viewing your property.""}","{""status"": ""SUCCESS"", ""email_sent"": true, ""error_code"": null}",SUCCESS,519,2026-07-21 06:51:11
LOG1265,SESS584,OWN1097,send_owner_email,"{""owner_id"": ""OWN1146"", ""message"": ""Hi, I am interested in viewing your property.""}","{""status"": ""SUCCESS"", ""email_sent"": true, ""error_code"": null}",SUCCESS,1282,2026-07-21 06:51:10
LOG1266,SESS685,OWN1873,send_owner_email,"{""owner_id"": ""OWN1171"", ""message"": ""Hi, I am interested in viewing your property.""}","{""status"": ""FAILED"", ""email_sent"": false, ""error_code"": ""SMTP_TIMEOUT""}",FAILED,583,2026-07-21 06:50:52
LOG1267,SESS649,OWN1680,estimate_fair_price,"{""property_id"": ""PROP1318"", ""area_sqft"": 1200, ""bhk"": 2}","{""status"": ""FAILED"", ""estimated_price"": ""Error: Incomplete historical sales data""}",FAILED,1855,2026-07-21 06:50:54
LOG1268,SESS533,OWN1610,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""South Delhi"", ""max_price"": 5000000}","{""status"": ""SUCCESS"", ""matches_found"": 3, ""top_property_id"": ""PROP1833""}",SUCCESS,773,2026-07-21 06:50:22
LOG1269,SESS671,OWN1720,send_owner_email,"{""owner_id"": ""OWN1217"", ""message"": ""Hi, I am interested in viewing your property.""}","{""status"": ""SUCCESS"", ""email_sent"": true, ""error_code"": null}",SUCCESS,2332,2026-07-21 06:51:09
LOG1270,SESS592,OWN1019,get_average_rent,"{""locality"": ""Indirapuram"", ""bhk"": 2}","{""status"": ""SUCCESS"", ""avg_rent_inr"": 29197}",SUCCESS,2241,2026-07-21 06:50:45
LOG1271,SESS549,OWN1232,estimate_fair_price,"{""property_id"": ""PROP1303"", ""area_sqft"": 1200, ""bhk"": 2}","{""status"": ""SUCCESS"", ""estimated_price"": 4712107}",SUCCESS,2329,2026-07-21 06:50:55
LOG1272,SESS697,OWN1553,send_owner_email,"{""owner_id"": ""OWN1173"", ""message"": ""Hi, I am interested in viewing your property.""}","{""status"": ""SUCCESS"", ""email_sent"": true, ""error_code"": null}",SUCCESS,2781,2026-07-21 06:50:34
LOG1273,SESS533,OWN1612,schedule_property_visit,"{""property_id"": ""PROP1186"", ""user_name"": ""Joshua Handa"", ""slot"": ""2026-08-10 11:00 AM""}","{""status"": ""SUCCESS"", ""visit_id"": ""VST1852""}",SUCCESS,928,2026-07-21 06:50:40
LOG1274,SESS684,OWN1449,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""Gurgaon Sector 56"", ""max_price"": 5000000}","{""status"": ""SUCCESS"", ""matches_found"": 2, ""top_property_id"": ""PROP1993""}",SUCCESS,2069,2026-07-21 06:51:11
LOG1275,SESS656,OWN1292,schedule_property_visit,"{""property_id"": ""PROP1245"", ""user_name"": ""Charvi Ravi"", ""slot"": ""2026-08-10 11:00 AM""}","{""status"": ""SUCCESS"", ""visit_id"": ""VST1317""}",SUCCESS,2171,2026-07-21 06:50:47
LOG1276,SESS731,OWN1856,estimate_fair_price,"{""property_id"": ""PROP1970"", ""area_sqft"": 1200, ""bhk"": 2}","{""status"": ""SUCCESS"", ""estimated_price"": 5696256}",SUCCESS,2054,2026-07-21 06:50:15
LOG1277,SESS618,OWN1788,get_average_rent,"{""locality"": ""Saket"", ""bhk"": 2}","{""status"": ""SUCCESS"", ""avg_rent_inr"": 31718}",SUCCESS,913,2026-07-21 06:50:32
LOG1278,SESS709,OWN1205,send_owner_email,"{""owner_id"": ""OWN1129"", ""message"": ""Hi, I am interested in viewing your property.""}","{""status"": ""SUCCESS"", ""email_sent"": true, ""error_code"": null}",SUCCESS,463,2026-07-21 06:50:40
LOG1279,SESS664,OWN1493,get_average_rent,"{""locality"": ""Indirapuram"", ""bhk"": 2}","{""status"": ""SUCCESS"", ""avg_rent_inr"": 34905}",SUCCESS,760,2026-07-21 06:50:49
LOG1280,SESS572,OWN1086,estimate_fair_price,"{""property_id"": ""PROP1928"", ""area_sqft"": 1200, ""bhk"": 2}","{""status"": ""SUCCESS"", ""estimated_price"": 5576578}",SUCCESS,853,2026-07-21 06:50:54
LOG1281,SESS712,OWN1448,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""Noida Sector 62"", ""max_price"": 5000000}","{""status"": ""FAILED"", ""matches_found"": 0, ""top_property_id"": ""PROP1837""}",FAILED,2097,2026-07-21 06:50:42
LOG1282,SESS726,OWN1358,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""South Delhi"", ""max_price"": 5000000}","{""status"": ""SUCCESS"", ""matches_found"": 5, ""top_property_id"": ""PROP1383""}",SUCCESS,1215,2026-07-21 06:50:41
LOG1283,SESS598,OWN1084,get_average_rent,"{""locality"": ""Cyber City Gurgaon"", ""bhk"": 2}","{""status"": ""SUCCESS"", ""avg_rent_inr"": 21246}",SUCCESS,1623,2026-07-21 06:50:27
LOG1284,SESS702,OWN1150,estimate_fair_price,"{""property_id"": ""PROP1940"", ""area_sqft"": 1200, ""bhk"": 2}","{""status"": ""SUCCESS"", ""estimated_price"": 5490809}",SUCCESS,818,2026-07-21 06:50:43
LOG1285,SESS694,OWN1723,schedule_property_visit,"{""property_id"": ""PROP1006"", ""user_name"": ""Frado Mander"", ""slot"": ""2026-08-10 11:00 AM""}","{""status"": ""SUCCESS"", ""visit_id"": ""VST1928""}",SUCCESS,574,2026-07-21 06:50:45
LOG1286,SESS504,OWN1263,estimate_fair_price,"{""property_id"": ""PROP1562"", ""area_sqft"": 1200, ""bhk"": 2}","{""status"": ""FAILED"", ""estimated_price"": ""Error: Incomplete historical sales data""}",FAILED,2743,2026-07-21 06:50:52
LOG1287,SESS635,OWN1434,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""Noida Sector 62"", ""max_price"": 5000000}","{""status"": ""SUCCESS"", ""matches_found"": 3, ""top_property_id"": ""PROP1125""}",SUCCESS,445,2026-07-21 06:50:35
LOG1288,SESS561,OWN1430,send_owner_email,"{""owner_id"": ""OWN1057"", ""message"": ""Hi, I am interested in viewing your property.""}","{""status"": ""SUCCESS"", ""email_sent"": true, ""error_code"": null}",SUCCESS,2297,2026-07-21 06:51:04
LOG1289,SESS652,OWN1549,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""Gurgaon Sector 56"", ""max_price"": 5000000}","{""status"": ""SUCCESS"", ""matches_found"": 2, ""top_property_id"": ""PROP1736""}",SUCCESS,838,2026-07-21 06:51:00
LOG1290,SESS574,OWN1440,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""Noida Sector 62"", ""max_price"": 5000000}","{""status"": ""SUCCESS"", ""matches_found"": 5, ""top_property_id"": ""PROP1427""}",SUCCESS,1017,2026-07-21 06:50:55
LOG1291,SESS670,OWN1685,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""South Delhi"", ""max_price"": 5000000}","{""status"": ""SUCCESS"", ""matches_found"": 1, ""top_property_id"": ""PROP1977""}",SUCCESS,2404,2026-07-21 06:50:28
LOG1292,SESS639,OWN1520,send_owner_email,"{""owner_id"": ""OWN1200"", ""message"": ""Hi, I am interested in viewing your property.""}","{""status"": ""SUCCESS"", ""email_sent"": true, ""error_code"": null}",SUCCESS,2175,2026-07-21 06:50:26
LOG1293,SESS511,OWN1651,schedule_property_visit,"{""property_id"": ""PROP1260"", ""user_name"": ""Chakradhar Konda"", ""slot"": ""2026-08-10 11:00 AM""}","{""status"": ""FAILED"", ""visit_id"": ""Error: Slot unavailable""}",FAILED,316,2026-07-21 06:51:14
LOG1294,SESS591,OWN1808,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""Gurgaon Sector 56"", ""max_price"": 5000000}","{""status"": ""SUCCESS"", ""matches_found"": 1, ""top_property_id"": ""PROP1791""}",SUCCESS,2633,2026-07-21 06:50:51
LOG1295,SESS688,OWN1775,get_average_rent,"{""locality"": ""Cyber City Gurgaon"", ""bhk"": 2}","{""status"": ""SUCCESS"", ""avg_rent_inr"": 29093}",SUCCESS,967,2026-07-21 06:51:01
LOG1296,SESS712,OWN1798,schedule_property_visit,"{""property_id"": ""PROP1491"", ""user_name"": ""Oeshi Hayer"", ""slot"": ""2026-08-10 11:00 AM""}","{""status"": ""FAILED"", ""visit_id"": ""Error: Slot unavailable""}",FAILED,996,2026-07-21 06:50:58
LOG1297,SESS707,OWN1139,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""South Delhi"", ""max_price"": 5000000}","{""status"": ""SUCCESS"", ""matches_found"": 1, ""top_property_id"": ""PROP1301""}",SUCCESS,1075,2026-07-21 06:50:38
LOG1298,SESS511,OWN1811,estimate_fair_price,"{""property_id"": ""PROP1324"", ""area_sqft"": 1200, ""bhk"": 2}","{""status"": ""FAILED"", ""estimated_price"": ""Error: Incomplete historical sales data""}",FAILED,1520,2026-07-21 06:50:38
LOG1299,SESS631,OWN1408,send_owner_email,"{""owner_id"": ""OWN1019"", ""message"": ""Hi, I am interested in viewing your property.""}","{""status"": ""SUCCESS"", ""email_sent"": true, ""error_code"": null}",SUCCESS,1032,2026-07-21 06:50:23
LOG1300,SESS573,OWN1366,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""South Delhi"", ""max_price"": 5000000}","{""status"": ""FAILED"", ""matches_found"": 0, ""top_property_id"": ""PROP1280""}",FAILED,759,2026-07-21 06:50:56
LOG1301,SESS704,OWN1377,schedule_property_visit,"{""property_id"": ""PROP1762"", ""user_name"": ""Pavani Kanda"", ""slot"": ""2026-08-10 11:00 AM""}","{""status"": ""FAILED"", ""visit_id"": ""Error: Slot unavailable""}",FAILED,2051,2026-07-21 06:50:25
LOG1302,SESS729,OWN1980,schedule_property_visit,"{""property_id"": ""PROP1192"", ""user_name"": ""Chandresh Krish"", ""slot"": ""2026-08-10 11:00 AM""}","{""status"": ""SUCCESS"", ""visit_id"": ""VST1509""}",SUCCESS,2287,2026-07-21 06:51:10
LOG1303,SESS594,OWN1947,send_owner_email,"{""owner_id"": ""OWN1043"", ""message"": ""Hi, I am interested in viewing your property.""}","{""status"": ""SUCCESS"", ""email_sent"": true, ""error_code"": null}",SUCCESS,1988,2026-07-21 06:50:22
LOG1304,SESS520,OWN1441,send_owner_email,"{""owner_id"": ""OWN1093"", ""message"": ""Hi, I am interested in viewing your property.""}","{""status"": ""FAILED"", ""email_sent"": false, ""error_code"": ""SMTP_TIMEOUT""}",FAILED,2484,2026-07-21 06:50:23
LOG1305,SESS575,OWN1329,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""Gurgaon Sector 56"", ""max_price"": 5000000}","{""status"": ""SUCCESS"", ""matches_found"": 3, ""top_property_id"": ""PROP1314""}",SUCCESS,2076,2026-07-21 06:50:42
LOG1306,SESS654,OWN1735,schedule_property_visit,"{""property_id"": ""PROP1455"", ""user_name"": ""Saanvi Thaman"", ""slot"": ""2026-08-10 11:00 AM""}","{""status"": ""SUCCESS"", ""visit_id"": ""VST1360""}",SUCCESS,2081,2026-07-21 06:50:40
LOG1307,SESS510,OWN1745,get_average_rent,"{""locality"": ""Cyber City Gurgaon"", ""bhk"": 2}","{""status"": ""SUCCESS"", ""avg_rent_inr"": 26996}",SUCCESS,484,2026-07-21 06:51:09
LOG1308,SESS519,OWN1688,schedule_property_visit,"{""property_id"": ""PROP1821"", ""user_name"": ""Nathan Soman"", ""slot"": ""2026-08-10 11:00 AM""}","{""status"": ""SUCCESS"", ""visit_id"": ""VST1768""}",SUCCESS,905,2026-07-21 06:50:42
LOG1309,SESS743,OWN1032,estimate_fair_price,"{""property_id"": ""PROP1695"", ""area_sqft"": 1200, ""bhk"": 2}","{""status"": ""FAILED"", ""estimated_price"": ""Error: Incomplete historical sales data""}",FAILED,2044,2026-07-21 06:51:00
LOG1310,SESS508,OWN1130,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""Gurgaon Sector 56"", ""max_price"": 5000000}","{""status"": ""SUCCESS"", ""matches_found"": 3, ""top_property_id"": ""PROP1371""}",SUCCESS,1818,2026-07-21 06:51:05
LOG1311,SESS743,OWN1581,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""Gurgaon Sector 56"", ""max_price"": 5000000}","{""status"": ""SUCCESS"", ""matches_found"": 4, ""top_property_id"": ""PROP1972""}",SUCCESS,1769,2026-07-21 06:50:31
LOG1312,SESS595,OWN1455,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""Gurgaon Sector 56"", ""max_price"": 5000000}","{""status"": ""SUCCESS"", ""matches_found"": 3, ""top_property_id"": ""PROP1408""}",SUCCESS,1537,2026-07-21 06:51:01
LOG1313,SESS666,OWN1286,estimate_fair_price,"{""property_id"": ""PROP1027"", ""area_sqft"": 1200, ""bhk"": 2}","{""status"": ""FAILED"", ""estimated_price"": ""Error: Incomplete historical sales data""}",FAILED,1012,2026-07-21 06:50:44
LOG1314,SESS627,OWN1531,schedule_property_visit,"{""property_id"": ""PROP1121"", ""user_name"": ""Anvi Sarraf"", ""slot"": ""2026-08-10 11:00 AM""}","{""status"": ""FAILED"", ""visit_id"": ""Error: Slot unavailable""}",FAILED,1322,2026-07-21 06:50:19
LOG1315,SESS698,OWN1267,schedule_property_visit,"{""property_id"": ""PROP1627"", ""user_name"": ""Wahab Magar"", ""slot"": ""2026-08-10 11:00 AM""}","{""status"": ""SUCCESS"", ""visit_id"": ""VST1293""}",SUCCESS,2261,2026-07-21 06:50:35
LOG1316,SESS551,OWN1126,estimate_fair_price,"{""property_id"": ""PROP1463"", ""area_sqft"": 1200, ""bhk"": 2}","{""status"": ""FAILED"", ""estimated_price"": ""Error: Incomplete historical sales data""}",FAILED,957,2026-07-21 06:51:08
LOG1317,SESS730,OWN1731,schedule_property_visit,"{""property_id"": ""PROP1830"", ""user_name"": ""Lakshit Dora"", ""slot"": ""2026-08-10 11:00 AM""}","{""status"": ""FAILED"", ""visit_id"": ""Error: Slot unavailable""}",FAILED,1559,2026-07-21 06:50:28
LOG1318,SESS670,OWN1356,search_properties_rag,"{""query"": ""2BHK under 50L near metro"", ""locality"": ""South Delhi"", ""max_price"": 5000000}","{""status"": ""SUCCESS"", ""matches_found"": 3, ""top_property_id"": ""PROP1872""}",SUCCESS,895,2026-07-21 06:50:56
LOG1319,SESS682,OWN1727,estimate_fair_price,"{""property_id"": ""PROP1521"", ""area_sqft"": 1200, ""bhk"": 2}","{""status"": ""SUCCESS"", ""estimated_price"": 4970268}",SUCCESS,747,2026-07-21 06:50:57
LOG1320,SESS551,OWN1812,estimate_fair_price,"{""property_id"": ""PROP1506"", ""area_sqft"": 1200, ""bhk"": 2}","{""status"": ""SUCCESS"", ""estimated_price"": 4555121}",SUCCESS,1728,2026-07-21 06:50:18
