property_id,owner_id,title,locality,city,property_type,listing_type,bhk,area_sqft,price,near_metro,metro_distance_km,occupancy_type,gender_preference,food_included,food_type,description_text,created_at
PROP1199,OWN1253,3 BHK Independent House in North Delhi,North Delhi,Delhi NCR,INDEPENDENT_HOUSE,SALE,3,2217,41520399,True,1.61,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Independent House Available for Sale in North Delhi. Covered area is 2217 sq.ft. Listed price is ₹41,520,399. Proximity to metro: 1.61 km.",2026-07-21 00:28:49
PROP1200,OWN1045,4 BHK Independent House in Central Delhi,Central Delhi,Delhi NCR,INDEPENDENT_HOUSE,SALE,4,3076,32067993,True,2.09,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Independent House Available for Sale in Central Delhi. Covered area is 3076 sq.ft. Listed price is ₹32,067,993. Proximity to metro: 2.09 km.",2026-05-22 09:25:37
PROP1201,OWN1038,1 BHK Pg in Hauz Khas,Hauz Khas,Delhi NCR,PG,PG,1,284,9430,True,2.22,DOUBLE_SHARING,FEMALE,False,NONE,"Well-maintained double sharing PG for females located at Hauz Khas. Monthly rent is ₹9,430. Food is not included. Nearest metro station is 2.22 km away.",2026-07-09 22:59:55
PROP1202,OWN1283,4 BHK Apartment in Lajpat Nagar,Lajpat Nagar,Delhi NCR,APARTMENT,RENT,4,2312,19263,True,1.39,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Apartment Available for Rent in Lajpat Nagar. Covered area is 2312 sq.ft. Listed price is ₹19,263. Proximity to metro: 1.39 km.",2026-06-24 09:19:14
PROP1203,OWN1156,2 BHK Independent House in Janakpuri,Janakpuri,Delhi NCR,INDEPENDENT_HOUSE,SALE,2,1354,39322641,True,2.15,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Independent House Available for Sale in Janakpuri. Covered area is 1354 sq.ft. Listed price is ₹39,322,641. Proximity to metro: 2.15 km.",2026-05-27 00:28:23
PROP1204,OWN1129,3 BHK Independent House in Pitampura,Pitampura,Delhi NCR,INDEPENDENT_HOUSE,RENT,3,1446,51691,False,5.48,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Independent House Available for Rent in Pitampura. Covered area is 1446 sq.ft. Listed price is ₹51,691. Proximity to metro: 5.48 km.",2025-09-19 18:51:11
PROP1205,OWN1258,2 BHK Independent House in Janakpuri,Janakpuri,Delhi NCR,INDEPENDENT_HOUSE,RENT,2,986,56252,False,2.82,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Independent House Available for Rent in Janakpuri. Covered area is 986 sq.ft. Listed price is ₹56,252. Proximity to metro: 2.82 km.",2026-01-14 10:01:24
PROP1206,OWN1015,5 BHK Independent House in Dwarka Sector 21,Dwarka Sector 21,Delhi NCR,INDEPENDENT_HOUSE,SALE,5,3175,18647110,False,4.85,FULL_FLAT,ANY,False,NONE,"Spacious 5 BHK Independent House Available for Sale in Dwarka Sector 21. Covered area is 3175 sq.ft. Listed price is ₹18,647,110. Proximity to metro: 4.85 km.",2025-10-07 02:40:03
PROP1207,OWN1016,1 BHK Pg in Faridabad Sector 15,Faridabad Sector 15,Delhi NCR,PG,PG,1,259,16491,True,2.05,TRIPLE_SHARING,FEMALE,False,NONE,"Well-maintained triple sharing PG for females located at Faridabad Sector 15. Monthly rent is ₹16,491. Food is not included. Nearest metro station is 2.05 km away.",2025-12-14 12:25:58
PROP1208,OWN1208,1 BHK Independent House in Sohna Road Gurgaon,Sohna Road Gurgaon,Delhi NCR,INDEPENDENT_HOUSE,RENT,1,490,69619,True,1.31,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Independent House Available for Rent in Sohna Road Gurgaon. Covered area is 490 sq.ft. Listed price is ₹69,619. Proximity to metro: 1.31 km.",2025-08-11 10:59:37
PROP1209,OWN1105,3 BHK Builder Floor in Noida Sector 62,Noida Sector 62,Delhi NCR,BUILDER_FLOOR,RENT,3,1911,57268,True,0.5,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Builder Floor Available for Rent in Noida Sector 62. Covered area is 1911 sq.ft. Listed price is ₹57,268. Proximity to metro: 0.5 km.",2025-12-06 10:59:50
PROP1210,OWN1190,2 BHK Builder Floor in Faridabad Sector 81,Faridabad Sector 81,Delhi NCR,BUILDER_FLOOR,RENT,2,1138,28059,True,1.23,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Builder Floor Available for Rent in Faridabad Sector 81. Covered area is 1138 sq.ft. Listed price is ₹28,059. Proximity to metro: 1.23 km.",2026-07-15 21:59:27
PROP1211,OWN1073,5 BHK Builder Floor in Vasant Kunj,Vasant Kunj,Delhi NCR,BUILDER_FLOOR,SALE,5,3570,21161136,True,2.07,FULL_FLAT,ANY,False,NONE,"Spacious 5 BHK Builder Floor Available for Sale in Vasant Kunj. Covered area is 3570 sq.ft. Listed price is ₹21,161,136. Proximity to metro: 2.07 km.",2025-10-25 21:42:58
PROP1212,OWN1296,4 BHK Apartment in DLF Phase 5,DLF Phase 5,Delhi NCR,APARTMENT,SALE,4,3052,35827432,True,2.22,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Apartment Available for Sale in DLF Phase 5. Covered area is 3052 sq.ft. Listed price is ₹35,827,432. Proximity to metro: 2.22 km.",2026-05-03 09:59:04
PROP1213,OWN1255,5 BHK Builder Floor in North Delhi,North Delhi,Delhi NCR,BUILDER_FLOOR,SALE,5,3670,20655025,True,1.54,FULL_FLAT,ANY,False,NONE,"Spacious 5 BHK Builder Floor Available for Sale in North Delhi. Covered area is 3670 sq.ft. Listed price is ₹20,655,025. Proximity to metro: 1.54 km.",2026-01-03 05:30:14
PROP1214,OWN1025,4 BHK Independent House in West Delhi,West Delhi,Delhi NCR,INDEPENDENT_HOUSE,SALE,4,2584,40516706,True,2.15,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Independent House Available for Sale in West Delhi. Covered area is 2584 sq.ft. Listed price is ₹40,516,706. Proximity to metro: 2.15 km.",2025-12-22 12:59:31
PROP1215,OWN1221,1 BHK Pg in Hauz Khas,Hauz Khas,Delhi NCR,PG,PG,1,306,18985,True,1.51,DOUBLE_SHARING,FEMALE,True,BOTH,"Well-maintained double sharing PG for females located at Hauz Khas. Monthly rent is ₹18,985. Food is included (both). Nearest metro station is 1.51 km away.",2026-07-05 16:37:36
PROP1216,OWN1100,4 BHK Apartment in Noida Extension,Noida Extension,Delhi NCR,APARTMENT,RENT,4,2316,71028,False,4.11,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Apartment Available for Rent in Noida Extension. Covered area is 2316 sq.ft. Listed price is ₹71,028. Proximity to metro: 4.11 km.",2026-07-19 14:38:47
PROP1217,OWN1061,1 BHK Pg in Hauz Khas,Hauz Khas,Delhi NCR,PG,PG,1,220,19228,True,0.66,DOUBLE_SHARING,UNISEX,False,NONE,"Well-maintained double sharing PG for unisexs located at Hauz Khas. Monthly rent is ₹19,228. Food is not included. Nearest metro station is 0.66 km away.",2026-02-09 00:44:30
PROP1218,OWN1261,1 BHK Apartment in Noida Sector 76,Noida Sector 76,Delhi NCR,APARTMENT,RENT,1,485,55652,True,1.39,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Apartment Available for Rent in Noida Sector 76. Covered area is 485 sq.ft. Listed price is ₹55,652. Proximity to metro: 1.39 km.",2026-04-09 10:24:16
PROP1219,OWN1077,3 BHK Independent House in Faridabad Sector 81,Faridabad Sector 81,Delhi NCR,INDEPENDENT_HOUSE,SALE,3,1749,30870735,False,6.59,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Independent House Available for Sale in Faridabad Sector 81. Covered area is 1749 sq.ft. Listed price is ₹30,870,735. Proximity to metro: 6.59 km.",2025-09-15 13:55:18
PROP1220,OWN1154,4 BHK Independent House in Noida Sector 62,Noida Sector 62,Delhi NCR,INDEPENDENT_HOUSE,RENT,4,2524,51294,True,2.08,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Independent House Available for Rent in Noida Sector 62. Covered area is 2524 sq.ft. Listed price is ₹51,294. Proximity to metro: 2.08 km.",2025-11-06 09:52:46
PROP1221,OWN1189,3 BHK Builder Floor in Noida Sector 62,Noida Sector 62,Delhi NCR,BUILDER_FLOOR,RENT,3,1905,15492,False,5.16,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Builder Floor Available for Rent in Noida Sector 62. Covered area is 1905 sq.ft. Listed price is ₹15,492. Proximity to metro: 5.16 km.",2026-07-09 20:29:01
PROP1222,OWN1297,4 BHK Independent House in Gurgaon Sector 56,Gurgaon Sector 56,Delhi NCR,INDEPENDENT_HOUSE,RENT,4,1972,80712,False,6.49,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Independent House Available for Rent in Gurgaon Sector 56. Covered area is 1972 sq.ft. Listed price is ₹80,712. Proximity to metro: 6.49 km.",2026-02-17 13:57:55
PROP1223,OWN1195,1 BHK Pg in Rohini Sector 10,Rohini Sector 10,Delhi NCR,PG,PG,1,182,8034,True,1.21,TRIPLE_SHARING,UNISEX,True,VEG,"Well-maintained triple sharing PG for unisexs located at Rohini Sector 10. Monthly rent is ₹8,034. Food is included (veg). Nearest metro station is 1.21 km away.",2026-02-04 01:45:46
PROP1224,OWN1215,4 BHK Apartment in Rohini Sector 10,Rohini Sector 10,Delhi NCR,APARTMENT,RENT,4,2312,73814,False,6.53,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Apartment Available for Rent in Rohini Sector 10. Covered area is 2312 sq.ft. Listed price is ₹73,814. Proximity to metro: 6.53 km.",2026-04-20 05:35:03
PROP1225,OWN1071,4 BHK Builder Floor in Faridabad Neharpar,Faridabad Neharpar,Delhi NCR,BUILDER_FLOOR,SALE,4,3076,29788282,True,2.4,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Builder Floor Available for Sale in Faridabad Neharpar. Covered area is 3076 sq.ft. Listed price is ₹29,788,282. Proximity to metro: 2.4 km.",2025-08-10 22:06:25
PROP1226,OWN1236,3 BHK Independent House in Noida Sector 62,Noida Sector 62,Delhi NCR,INDEPENDENT_HOUSE,RENT,3,1818,75462,True,2.4,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Independent House Available for Rent in Noida Sector 62. Covered area is 1818 sq.ft. Listed price is ₹75,462. Proximity to metro: 2.4 km.",2026-02-19 09:46:14
PROP1227,OWN1143,3 BHK Builder Floor in Sohna Road Gurgaon,Sohna Road Gurgaon,Delhi NCR,BUILDER_FLOOR,SALE,3,1818,37316441,True,1.3,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Builder Floor Available for Sale in Sohna Road Gurgaon. Covered area is 1818 sq.ft. Listed price is ₹37,316,441. Proximity to metro: 1.3 km.",2026-01-20 16:52:32
PROP1228,OWN1287,5 BHK Independent House in Golf Course Extension Road,Golf Course Extension Road,Delhi NCR,INDEPENDENT_HOUSE,SALE,5,3470,30976624,True,2.4,FULL_FLAT,ANY,False,NONE,"Spacious 5 BHK Independent House Available for Sale in Golf Course Extension Road. Covered area is 3470 sq.ft. Listed price is ₹30,976,624. Proximity to metro: 2.4 km.",2026-05-28 11:44:52
PROP1229,OWN1075,1 BHK Independent House in Gurgaon Sector 45,Gurgaon Sector 45,Delhi NCR,INDEPENDENT_HOUSE,SALE,1,677,34187358,False,3.98,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Independent House Available for Sale in Gurgaon Sector 45. Covered area is 677 sq.ft. Listed price is ₹34,187,358. Proximity to metro: 3.98 km.",2025-09-16 13:01:39
PROP1230,OWN1246,3 BHK Independent House in Preet Vihar,Preet Vihar,Delhi NCR,INDEPENDENT_HOUSE,SALE,3,2361,22728208,True,0.45,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Independent House Available for Sale in Preet Vihar. Covered area is 2361 sq.ft. Listed price is ₹22,728,208. Proximity to metro: 0.45 km.",2026-07-06 22:58:02
PROP1231,OWN1123,2 BHK Independent House in Gurgaon Golf Course Road,Gurgaon Golf Course Road,Delhi NCR,INDEPENDENT_HOUSE,SALE,2,1238,8022618,True,1.15,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Independent House Available for Sale in Gurgaon Golf Course Road. Covered area is 1238 sq.ft. Listed price is ₹8,022,618. Proximity to metro: 1.15 km.",2025-08-19 07:14:52
PROP1232,OWN1242,1 BHK Apartment in Vasant Kunj,Vasant Kunj,Delhi NCR,APARTMENT,RENT,1,590,32701,True,1.7,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Apartment Available for Rent in Vasant Kunj. Covered area is 590 sq.ft. Listed price is ₹32,701. Proximity to metro: 1.7 km.",2025-09-26 21:54:25
PROP1233,OWN1244,3 BHK Builder Floor in Ghaziabad Raj Nagar Extension,Ghaziabad Raj Nagar Extension,Delhi NCR,BUILDER_FLOOR,RENT,3,1569,19754,True,1.7,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Builder Floor Available for Rent in Ghaziabad Raj Nagar Extension. Covered area is 1569 sq.ft. Listed price is ₹19,754. Proximity to metro: 1.7 km.",2026-02-23 08:56:41
PROP1234,OWN1119,1 BHK Pg in East Delhi,East Delhi,Delhi NCR,PG,PG,1,164,20693,True,0.63,SINGLE,MALE,False,NONE,"Well-maintained single PG for males located at East Delhi. Monthly rent is ₹20,693. Food is not included. Nearest metro station is 0.63 km away.",2026-03-24 15:45:40
PROP1235,OWN1149,5 BHK Independent House in East Delhi,East Delhi,Delhi NCR,INDEPENDENT_HOUSE,SALE,5,2770,26984295,True,1.25,FULL_FLAT,ANY,False,NONE,"Spacious 5 BHK Independent House Available for Sale in East Delhi. Covered area is 2770 sq.ft. Listed price is ₹26,984,295. Proximity to metro: 1.25 km.",2025-10-14 22:45:03
PROP1236,OWN1279,4 BHK Apartment in Faridabad Neharpar,Faridabad Neharpar,Delhi NCR,APARTMENT,RENT,4,2076,37272,True,0.96,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Apartment Available for Rent in Faridabad Neharpar. Covered area is 2076 sq.ft. Listed price is ₹37,272. Proximity to metro: 0.96 km.",2025-09-02 19:54:26
PROP1237,OWN1235,3 BHK Apartment in Cyber City Gurgaon,Cyber City Gurgaon,Delhi NCR,APARTMENT,RENT,3,1575,37318,True,1.61,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Apartment Available for Rent in Cyber City Gurgaon. Covered area is 1575 sq.ft. Listed price is ₹37,318. Proximity to metro: 1.61 km.",2026-06-11 05:03:17
PROP1238,OWN1208,4 BHK Apartment in Greater Noida Pari Chowk,Greater Noida Pari Chowk,Delhi NCR,APARTMENT,RENT,4,2484,24502,True,2.46,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Apartment Available for Rent in Greater Noida Pari Chowk. Covered area is 2484 sq.ft. Listed price is ₹24,502. Proximity to metro: 2.46 km.",2025-10-18 23:16:28
PROP1239,OWN1245,1 BHK Pg in DLF Phase 5,DLF Phase 5,Delhi NCR,PG,PG,1,121,15545,True,2.39,DOUBLE_SHARING,MALE,False,NONE,"Well-maintained double sharing PG for males located at DLF Phase 5. Monthly rent is ₹15,545. Food is not included. Nearest metro station is 2.39 km away.",2026-02-23 04:25:19
PROP1240,OWN1155,2 BHK Builder Floor in South Delhi,South Delhi,Delhi NCR,BUILDER_FLOOR,SALE,2,1062,12433935,True,0.91,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Builder Floor Available for Sale in South Delhi. Covered area is 1062 sq.ft. Listed price is ₹12,433,935. Proximity to metro: 0.91 km.",2026-03-04 06:21:34
PROP1241,OWN1208,1 BHK Pg in Faridabad Sector 81,Faridabad Sector 81,Delhi NCR,PG,PG,1,347,17190,True,1.61,TRIPLE_SHARING,MALE,False,NONE,"Well-maintained triple sharing PG for males located at Faridabad Sector 81. Monthly rent is ₹17,190. Food is not included. Nearest metro station is 1.61 km away.",2025-12-21 03:50:05
PROP1242,OWN1113,3 BHK Builder Floor in Hauz Khas,Hauz Khas,Delhi NCR,BUILDER_FLOOR,RENT,3,1668,83989,True,1.94,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Builder Floor Available for Rent in Hauz Khas. Covered area is 1668 sq.ft. Listed price is ₹83,989. Proximity to metro: 1.94 km.",2026-02-19 05:20:28
PROP1243,OWN1112,1 BHK Independent House in Gurgaon Golf Course Road,Gurgaon Golf Course Road,Delhi NCR,INDEPENDENT_HOUSE,RENT,1,584,70556,False,6.4,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Independent House Available for Rent in Gurgaon Golf Course Road. Covered area is 584 sq.ft. Listed price is ₹70,556. Proximity to metro: 6.4 km.",2026-01-27 23:35:52
PROP1244,OWN1040,5 BHK Independent House in Saket,Saket,Delhi NCR,INDEPENDENT_HOUSE,SALE,5,3015,42933358,False,3.41,FULL_FLAT,ANY,False,NONE,"Spacious 5 BHK Independent House Available for Sale in Saket. Covered area is 3015 sq.ft. Listed price is ₹42,933,358. Proximity to metro: 3.41 km.",2026-06-27 10:25:14
PROP1245,OWN1168,2 BHK Independent House in Faridabad Neharpar,Faridabad Neharpar,Delhi NCR,INDEPENDENT_HOUSE,RENT,2,1266,76071,True,2.27,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Independent House Available for Rent in Faridabad Neharpar. Covered area is 1266 sq.ft. Listed price is ₹76,071. Proximity to metro: 2.27 km.",2025-10-03 15:29:49
PROP1246,OWN1229,4 BHK Independent House in West Delhi,West Delhi,Delhi NCR,INDEPENDENT_HOUSE,RENT,4,2264,19567,False,5.1,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Independent House Available for Rent in West Delhi. Covered area is 2264 sq.ft. Listed price is ₹19,567. Proximity to metro: 5.1 km.",2026-04-08 14:58:31
PROP1247,OWN1158,2 BHK Apartment in North Delhi,North Delhi,Delhi NCR,APARTMENT,SALE,2,1592,9400928,True,1.17,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Apartment Available for Sale in North Delhi. Covered area is 1592 sq.ft. Listed price is ₹9,400,928. Proximity to metro: 1.17 km.",2025-10-16 05:16:25
PROP1248,OWN1033,1 BHK Pg in West Delhi,West Delhi,Delhi NCR,PG,PG,1,137,22468,True,1.97,SINGLE,FEMALE,False,NONE,"Well-maintained single PG for females located at West Delhi. Monthly rent is ₹22,468. Food is not included. Nearest metro station is 1.97 km away.",2025-12-12 14:22:25
PROP1249,OWN1216,1 BHK Pg in Noida Extension,Noida Extension,Delhi NCR,PG,PG,1,217,21697,False,7.25,DOUBLE_SHARING,FEMALE,True,VEG,"Well-maintained double sharing PG for females located at Noida Extension. Monthly rent is ₹21,697. Food is included (veg). Nearest metro station is 7.25 km away.",2026-03-23 08:53:07
PROP1250,OWN1061,1 BHK Pg in Lajpat Nagar,Lajpat Nagar,Delhi NCR,PG,PG,1,220,24329,True,2.45,SINGLE,UNISEX,True,VEG,"Well-maintained single PG for unisexs located at Lajpat Nagar. Monthly rent is ₹24,329. Food is included (veg). Nearest metro station is 2.45 km away.",2025-11-07 14:42:44
PROP1251,OWN1238,2 BHK Apartment in Greater Noida Pari Chowk,Greater Noida Pari Chowk,Delhi NCR,APARTMENT,RENT,2,1134,57371,True,0.83,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Apartment Available for Rent in Greater Noida Pari Chowk. Covered area is 1134 sq.ft. Listed price is ₹57,371. Proximity to metro: 0.83 km.",2025-11-13 12:32:36
PROP1252,OWN1058,1 BHK Pg in East Delhi,East Delhi,Delhi NCR,PG,PG,1,227,7512,False,2.78,SINGLE,MALE,True,VEG,"Well-maintained single PG for males located at East Delhi. Monthly rent is ₹7,512. Food is included (veg). Nearest metro station is 2.78 km away.",2026-04-21 15:40:25
PROP1253,OWN1025,4 BHK Builder Floor in Gurgaon Golf Course Road,Gurgaon Golf Course Road,Delhi NCR,BUILDER_FLOOR,RENT,4,2036,82747,True,1.94,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Builder Floor Available for Rent in Gurgaon Golf Course Road. Covered area is 2036 sq.ft. Listed price is ₹82,747. Proximity to metro: 1.94 km.",2025-08-16 12:54:19
PROP1254,OWN1029,2 BHK Builder Floor in Hauz Khas,Hauz Khas,Delhi NCR,BUILDER_FLOOR,RENT,2,1274,53799,False,5.83,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Builder Floor Available for Rent in Hauz Khas. Covered area is 1274 sq.ft. Listed price is ₹53,799. Proximity to metro: 5.83 km.",2026-01-04 10:13:51
PROP1255,OWN1165,5 BHK Apartment in Gurgaon Golf Course Road,Gurgaon Golf Course Road,Delhi NCR,APARTMENT,SALE,5,3065,32253555,True,0.83,FULL_FLAT,ANY,False,NONE,"Spacious 5 BHK Apartment Available for Sale in Gurgaon Golf Course Road. Covered area is 3065 sq.ft. Listed price is ₹32,253,555. Proximity to metro: 0.83 km.",2026-07-20 17:13:19
PROP1256,OWN1286,4 BHK Builder Floor in Lajpat Nagar,Lajpat Nagar,Delhi NCR,BUILDER_FLOOR,RENT,4,1848,57143,False,6.23,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Builder Floor Available for Rent in Lajpat Nagar. Covered area is 1848 sq.ft. Listed price is ₹57,143. Proximity to metro: 6.23 km.",2026-07-19 20:33:08
PROP1257,OWN1269,2 BHK Builder Floor in DLF Phase 5,DLF Phase 5,Delhi NCR,BUILDER_FLOOR,RENT,2,1052,61343,True,1.94,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Builder Floor Available for Rent in DLF Phase 5. Covered area is 1052 sq.ft. Listed price is ₹61,343. Proximity to metro: 1.94 km.",2025-08-16 19:11:45
PROP1258,OWN1243,1 BHK Pg in Gurgaon Golf Course Road,Gurgaon Golf Course Road,Delhi NCR,PG,PG,1,196,11730,True,1.48,DOUBLE_SHARING,MALE,False,NONE,"Well-maintained double sharing PG for males located at Gurgaon Golf Course Road. Monthly rent is ₹11,730. Food is not included. Nearest metro station is 1.48 km away.",2025-10-06 21:28:10
PROP1259,OWN1069,3 BHK Apartment in Noida Sector 18,Noida Sector 18,Delhi NCR,APARTMENT,SALE,3,1620,34684682,True,0.41,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Apartment Available for Sale in Noida Sector 18. Covered area is 1620 sq.ft. Listed price is ₹34,684,682. Proximity to metro: 0.41 km.",2025-10-25 21:41:35
PROP1260,OWN1098,5 BHK Independent House in West Delhi,West Delhi,Delhi NCR,INDEPENDENT_HOUSE,SALE,5,2600,9384473,True,2.05,FULL_FLAT,ANY,False,NONE,"Spacious 5 BHK Independent House Available for Sale in West Delhi. Covered area is 2600 sq.ft. Listed price is ₹9,384,473. Proximity to metro: 2.05 km.",2026-06-26 21:44:15
PROP1261,OWN1287,3 BHK Builder Floor in Preet Vihar,Preet Vihar,Delhi NCR,BUILDER_FLOOR,RENT,3,1359,39762,True,2.41,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Builder Floor Available for Rent in Preet Vihar. Covered area is 1359 sq.ft. Listed price is ₹39,762. Proximity to metro: 2.41 km.",2026-06-07 18:27:14
PROP1262,OWN1061,1 BHK Pg in Ghaziabad Raj Nagar Extension,Ghaziabad Raj Nagar Extension,Delhi NCR,PG,PG,1,298,13701,True,1.08,DOUBLE_SHARING,MALE,False,NONE,"Well-maintained double sharing PG for males located at Ghaziabad Raj Nagar Extension. Monthly rent is ₹13,701. Food is not included. Nearest metro station is 1.08 km away.",2026-06-07 04:28:54
PROP1263,OWN1274,5 BHK Builder Floor in Noida Sector 150,Noida Sector 150,Delhi NCR,BUILDER_FLOOR,SALE,5,3770,35773003,True,2.05,FULL_FLAT,ANY,False,NONE,"Spacious 5 BHK Builder Floor Available for Sale in Noida Sector 150. Covered area is 3770 sq.ft. Listed price is ₹35,773,003. Proximity to metro: 2.05 km.",2025-12-03 00:11:44
PROP1264,OWN1241,1 BHK Pg in DLF Phase 5,DLF Phase 5,Delhi NCR,PG,PG,1,214,17253,True,0.8,DOUBLE_SHARING,MALE,True,VEG,"Well-maintained double sharing PG for males located at DLF Phase 5. Monthly rent is ₹17,253. Food is included (veg). Nearest metro station is 0.8 km away.",2025-09-16 15:46:51
PROP1265,OWN1297,3 BHK Apartment in Greater Noida,Greater Noida,Delhi NCR,APARTMENT,SALE,3,1851,29990615,False,7.1,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Apartment Available for Sale in Greater Noida. Covered area is 1851 sq.ft. Listed price is ₹29,990,615. Proximity to metro: 7.1 km.",2026-05-21 13:25:05
PROP1266,OWN1256,4 BHK Builder Floor in Noida Sector 62,Noida Sector 62,Delhi NCR,BUILDER_FLOOR,SALE,4,2940,15789968,False,6.89,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Builder Floor Available for Sale in Noida Sector 62. Covered area is 2940 sq.ft. Listed price is ₹15,789,968. Proximity to metro: 6.89 km.",2026-04-04 00:04:19
PROP1267,OWN1087,2 BHK Builder Floor in Hauz Khas,Hauz Khas,Delhi NCR,BUILDER_FLOOR,RENT,2,1176,19698,False,2.78,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Builder Floor Available for Rent in Hauz Khas. Covered area is 1176 sq.ft. Listed price is ₹19,698. Proximity to metro: 2.78 km.",2026-03-01 10:49:49
PROP1268,OWN1039,2 BHK Builder Floor in West Delhi,West Delhi,Delhi NCR,BUILDER_FLOOR,RENT,2,1222,42334,True,1.83,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Builder Floor Available for Rent in West Delhi. Covered area is 1222 sq.ft. Listed price is ₹42,334. Proximity to metro: 1.83 km.",2026-07-16 14:51:29
PROP1269,OWN1005,1 BHK Builder Floor in Preet Vihar,Preet Vihar,Delhi NCR,BUILDER_FLOOR,RENT,1,608,75334,False,5.23,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Builder Floor Available for Rent in Preet Vihar. Covered area is 608 sq.ft. Listed price is ₹75,334. Proximity to metro: 5.23 km.",2026-03-16 21:36:34
PROP1270,OWN1004,3 BHK Independent House in Greater Noida,Greater Noida,Delhi NCR,INDEPENDENT_HOUSE,SALE,3,2322,23739342,True,1.36,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Independent House Available for Sale in Greater Noida. Covered area is 2322 sq.ft. Listed price is ₹23,739,342. Proximity to metro: 1.36 km.",2025-07-23 21:35:07
PROP1271,OWN1221,5 BHK Apartment in Lajpat Nagar,Lajpat Nagar,Delhi NCR,APARTMENT,SALE,5,2880,20671144,True,1.63,FULL_FLAT,ANY,False,NONE,"Spacious 5 BHK Apartment Available for Sale in Lajpat Nagar. Covered area is 2880 sq.ft. Listed price is ₹20,671,144. Proximity to metro: 1.63 km.",2026-05-15 11:32:55
PROP1272,OWN1130,1 BHK Builder Floor in Noida Sector 150,Noida Sector 150,Delhi NCR,BUILDER_FLOOR,SALE,1,691,31748038,True,1.5,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Builder Floor Available for Sale in Noida Sector 150. Covered area is 691 sq.ft. Listed price is ₹31,748,038. Proximity to metro: 1.5 km.",2025-11-07 09:17:32
PROP1273,OWN1116,1 BHK Apartment in Sohna Road Gurgaon,Sohna Road Gurgaon,Delhi NCR,APARTMENT,RENT,1,473,65120,True,1.07,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Apartment Available for Rent in Sohna Road Gurgaon. Covered area is 473 sq.ft. Listed price is ₹65,120. Proximity to metro: 1.07 km.",2026-03-20 08:06:58
PROP1274,OWN1244,2 BHK Independent House in West Delhi,West Delhi,Delhi NCR,INDEPENDENT_HOUSE,RENT,2,942,77517,True,1.68,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Independent House Available for Rent in West Delhi. Covered area is 942 sq.ft. Listed price is ₹77,517. Proximity to metro: 1.68 km.",2026-06-28 23:26:42
