amenity_id,property_id,amenity_name
AMN01361,PROP1236,Gym / Fitness Center
AMN01362,PROP1236,Park / Garden
AMN01363,PROP1236,Elevator / Lift
AMN01364,PROP1236,Fire Safety System
AMN01365,PROP1237,Microwave
AMN01366,PROP1237,CCTV / 24x7 Security
AMN01367,PROP1237,Study Table
AMN01368,PROP1237,Air Conditioner
AMN01369,PROP1237,High-Speed WiFi
AMN01370,PROP1238,Children's Play Area
AMN01371,PROP1238,Fire Safety System
AMN01372,PROP1238,Elevator / Lift
AMN01373,PROP1238,24x7 Power Backup
AMN01374,PROP1238,Gym / Fitness Center
AMN01375,PROP1238,Club House
AMN01376,PROP1238,Park / Garden
AMN01377,PROP1239,Swimming Pool
AMN01378,PROP1239,24x7 Power Backup
AMN01379,PROP1239,Covered Parking
AMN01380,PROP1239,Gym / Fitness Center
AMN01381,PROP1239,Elevator / Lift
AMN01382,PROP1239,Club House
AMN01383,PROP1240,24x7 Power Backup
AMN01384,PROP1240,Club House
AMN01385,PROP1240,EV Charging Point
AMN01386,PROP1240,Elevator / Lift
AMN01387,PROP1240,Swimming Pool
AMN01388,PROP1240,Park / Garden
AMN01389,PROP1240,Gym / Fitness Center
AMN01390,PROP1240,Intercom
AMN01391,PROP1241,24x7 Power Backup
AMN01392,PROP1241,Elevator / Lift
AMN01393,PROP1241,Gym / Fitness Center
AMN01394,PROP1241,EV Charging Point
AMN01395,PROP1241,Fire Safety System
AMN01396,PROP1242,EV Charging Point
AMN01397,PROP1242,Children's Play Area
AMN01398,PROP1242,24x7 Power Backup
AMN01399,PROP1242,Intercom
AMN01400,PROP1242,Club House
AMN01401,PROP1242,Gym / Fitness Center
AMN01402,PROP1243,Children's Play Area
AMN01403,PROP1243,Intercom
AMN01404,PROP1243,Swimming Pool
AMN01405,PROP1243,24x7 Power Backup
AMN01406,PROP1243,Park / Garden
AMN01407,PROP1244,Elevator / Lift
AMN01408,PROP1244,Covered Parking
AMN01409,PROP1244,Children's Play Area
AMN01410,PROP1244,Intercom
AMN01411,PROP1244,Park / Garden
AMN01412,PROP1245,Gym / Fitness Center
AMN01413,PROP1245,Park / Garden
AMN01414,PROP1245,24x7 Power Backup
AMN01415,PROP1245,EV Charging Point
AMN01416,PROP1245,Club House
AMN01417,PROP1245,Swimming Pool
AMN01418,PROP1245,Children's Play Area
AMN01419,PROP1245,Gated Security
AMN01420,PROP1246,Park / Garden
AMN01421,PROP1246,24x7 Power Backup
AMN01422,PROP1246,Gym / Fitness Center
AMN01423,PROP1246,Children's Play Area
AMN01424,PROP1246,EV Charging Point
AMN01425,PROP1246,Swimming Pool
AMN01426,PROP1246,Gated Security
AMN01427,PROP1247,Gym / Fitness Center
AMN01428,PROP1247,Intercom
AMN01429,PROP1247,Park / Garden
AMN01430,PROP1247,Fire Safety System
AMN01431,PROP1247,EV Charging Point
AMN01432,PROP1247,Swimming Pool
AMN01433,PROP1248,24x7 Power Backup
AMN01434,PROP1248,Intercom
AMN01435,PROP1248,Gym / Fitness Center
AMN01436,PROP1248,Club House
AMN01437,PROP1249,Study Table
AMN01438,PROP1249,RO Drinking Water
AMN01439,PROP1249,CCTV / 24x7 Security
AMN01440,PROP1249,Attached Bathroom
AMN01441,PROP1249,Washing Machine
AMN01442,PROP1249,Air Conditioner
AMN01443,PROP1250,Microwave
AMN01444,PROP1250,Attached Bathroom
AMN01445,PROP1250,Washing Machine
AMN01446,PROP1250,Power Backup
AMN01447,PROP1250,Refrigerator
AMN01448,PROP1251,Intercom
AMN01449,PROP1251,EV Charging Point
AMN01450,PROP1251,Gym / Fitness Center
AMN01451,PROP1251,Park / Garden
AMN01452,PROP1252,Study Table
AMN01453,PROP1252,Refrigerator
AMN01454,PROP1252,CCTV / 24x7 Security
AMN01455,PROP1252,High-Speed WiFi
AMN01456,PROP1252,Attached Bathroom
AMN01457,PROP1252,Geyser
AMN01458,PROP1252,Air Conditioner
AMN01459,PROP1252,Washing Machine
AMN01460,PROP1253,Park / Garden
AMN01461,PROP1253,Gated Security
AMN01462,PROP1253,Fire Safety System
AMN01463,PROP1253,Covered Parking
AMN01464,PROP1253,Elevator / Lift
AMN01465,PROP1254,Club House
AMN01466,PROP1254,EV Charging Point
AMN01467,PROP1254,Fire Safety System
AMN01468,PROP1254,Elevator / Lift
AMN01469,PROP1254,Swimming Pool
AMN01470,PROP1254,Gated Security
AMN01471,PROP1254,Children's Play Area
AMN01472,PROP1254,Intercom
AMN01473,PROP1255,Fire Safety System
AMN01474,PROP1255,Covered Parking
AMN01475,PROP1255,Gym / Fitness Center
AMN01476,PROP1255,Elevator / Lift
AMN01477,PROP1256,Swimming Pool
AMN01478,PROP1256,Children's Play Area
AMN01479,PROP1256,Park / Garden
AMN01480,PROP1256,Gym / Fitness Center
AMN01481,PROP1256,EV Charging Point
AMN01482,PROP1256,Gated Security
AMN01483,PROP1256,Elevator / Lift
AMN01484,PROP1257,Gated Security
AMN01485,PROP1257,Gym / Fitness Center
AMN01486,PROP1257,Children's Play Area
AMN01487,PROP1257,Intercom
AMN01488,PROP1257,24x7 Power Backup
AMN01489,PROP1257,EV Charging Point
AMN01490,PROP1258,Club House
AMN01491,PROP1258,Elevator / Lift
AMN01492,PROP1258,Swimming Pool
AMN01493,PROP1258,Gym / Fitness Center
AMN01494,PROP1259,Air Conditioner
AMN01495,PROP1259,Refrigerator
AMN01496,PROP1259,Study Table
AMN01497,PROP1259,RO Drinking Water
AMN01498,PROP1259,Power Backup
AMN01499,PROP1259,Microwave
AMN01500,PROP1260,Fire Safety System
AMN01501,PROP1260,Children's Play Area
AMN01502,PROP1260,Swimming Pool
AMN01503,PROP1260,Gym / Fitness Center
AMN01504,PROP1260,Elevator / Lift
AMN01505,PROP1260,Club House
AMN01506,PROP1260,Park / Garden
AMN01507,PROP1260,EV Charging Point
AMN01508,PROP1261,Covered Parking
AMN01509,PROP1261,24x7 Power Backup
AMN01510,PROP1261,Gated Security
AMN01511,PROP1261,Intercom
AMN01512,PROP1261,Elevator / Lift
AMN01513,PROP1261,EV Charging Point
AMN01514,PROP1261,Park / Garden
AMN01515,PROP1262,Covered Parking
AMN01516,PROP1262,Club House
AMN01517,PROP1262,Elevator / Lift
AMN01518,PROP1262,Park / Garden
AMN01519,PROP1263,24x7 Power Backup
AMN01520,PROP1263,Gated Security
AMN01521,PROP1263,Gym / Fitness Center
AMN01522,PROP1263,Club House
AMN01523,PROP1264,Children's Play Area
AMN01524,PROP1264,Covered Parking
AMN01525,PROP1264,Gated Security
AMN01526,PROP1264,EV Charging Point
AMN01527,PROP1264,Swimming Pool
AMN01528,PROP1264,Gym / Fitness Center
AMN01529,PROP1264,Club House
AMN01530,PROP1265,Intercom
AMN01531,PROP1265,Elevator / Lift
AMN01532,PROP1265,Fire Safety System
AMN01533,PROP1265,Club House
AMN01534,PROP1265,24x7 Power Backup
AMN01535,PROP1265,EV Charging Point
AMN01536,PROP1265,Covered Parking
AMN01537,PROP1266,Intercom
AMN01538,PROP1266,Children's Play Area
AMN01539,PROP1266,Gym / Fitness Center
AMN01540,PROP1266,Swimming Pool
AMN01541,PROP1266,Gated Security
AMN01542,PROP1266,Club House
AMN01543,PROP1267,Power Backup
AMN01544,PROP1267,CCTV / 24x7 Security
AMN01545,PROP1267,Geyser
AMN01546,PROP1267,Attached Bathroom
AMN01547,PROP1268,Intercom
AMN01548,PROP1268,Gym / Fitness Center
AMN01549,PROP1268,Children's Play Area
AMN01550,PROP1268,Park / Garden
AMN01551,PROP1268,EV Charging Point
AMN01552,PROP1268,Swimming Pool
AMN01553,PROP1268,Club House
AMN01554,PROP1268,Elevator / Lift
AMN01555,PROP1269,Intercom
AMN01556,PROP1269,Fire Safety System
AMN01557,PROP1269,Elevator / Lift
AMN01558,PROP1269,Club House
AMN01559,PROP1269,Park / Garden
AMN01560,PROP1269,Gated Security
AMN01561,PROP1269,Covered Parking
AMN01562,PROP1269,Gym / Fitness Center
AMN01563,PROP1270,Gated Security
AMN01564,PROP1270,Park / Garden
AMN01565,PROP1270,Club House
AMN01566,PROP1270,Covered Parking
AMN01567,PROP1271,EV Charging Point
AMN01568,PROP1271,Park / Garden
AMN01569,PROP1271,Fire Safety System
AMN01570,PROP1271,Swimming Pool
AMN01571,PROP1271,Covered Parking
AMN01572,PROP1271,Club House
AMN01573,PROP1272,EV Charging Point
AMN01574,PROP1272,Park / Garden
AMN01575,PROP1272,Gated Security
AMN01576,PROP1272,Gym / Fitness Center
AMN01577,PROP1272,Swimming Pool
AMN01578,PROP1272,Covered Parking
AMN01579,PROP1272,Club House
AMN01580,PROP1272,Fire Safety System
AMN01581,PROP1273,CCTV / 24x7 Security
AMN01582,PROP1273,Air Conditioner
AMN01583,PROP1273,Power Backup
AMN01584,PROP1273,Microwave
AMN01585,PROP1273,RO Drinking Water
AMN01586,PROP1273,Geyser
AMN01587,PROP1273,Washing Machine
AMN01588,PROP1274,Fire Safety System
AMN01589,PROP1274,Covered Parking
AMN01590,PROP1274,Gym / Fitness Center
AMN01591,PROP1274,Intercom
AMN01592,PROP1274,Swimming Pool
AMN01593,PROP1274,Club House
AMN01594,PROP1274,Park / Garden
AMN01595,PROP1275,CCTV Security
AMN01596,PROP1275,Covered Parking
AMN01597,PROP1275,Terrace Access
AMN01598,PROP1275,24x7 Power Backup
AMN01599,PROP1275,Water Storage Tank
AMN01600,PROP1275,Pet Friendly
AMN01601,PROP1276,Park / Garden
AMN01602,PROP1276,Elevator / Lift
AMN01603,PROP1276,Swimming Pool
AMN01604,PROP1276,Fire Safety System
AMN01605,PROP1276,Club House
AMN01606,PROP1276,EV Charging Point
AMN01607,PROP1277,Club House
AMN01608,PROP1277,Swimming Pool
AMN01609,PROP1277,Elevator / Lift
AMN01610,PROP1277,Children's Play Area
AMN01611,PROP1277,Park / Garden
AMN01612,PROP1277,Gym / Fitness Center
AMN01613,PROP1278,Club House
AMN01614,PROP1278,24x7 Power Backup
AMN01615,PROP1278,Park / Garden
AMN01616,PROP1278,Intercom
AMN01617,PROP1278,Gated Security
AMN01618,PROP1278,Swimming Pool
AMN01619,PROP1279,Club House
AMN01620,PROP1279,Covered Parking
AMN01621,PROP1279,Fire Safety System
AMN01622,PROP1279,24x7 Power Backup
AMN01623,PROP1279,Children's Play Area
AMN01624,PROP1280,Water Storage Tank
AMN01625,PROP1280,Terrace Access
AMN01626,PROP1280,CCTV Security
AMN01627,PROP1280,Pet Friendly
AMN01628,PROP1280,Covered Parking
AMN01629,PROP1281,Covered Parking
AMN01630,PROP1281,Private Garden
AMN01631,PROP1281,Pet Friendly
AMN01632,PROP1281,Solar Water Heater
AMN01633,PROP1281,Terrace Access
AMN01634,PROP1282,Swimming Pool
AMN01635,PROP1282,EV Charging Point
AMN01636,PROP1282,Fire Safety System
AMN01637,PROP1282,Covered Parking
AMN01638,PROP1282,24x7 Power Backup
AMN01639,PROP1282,Park / Garden
AMN01640,PROP1282,Gym / Fitness Center
AMN01641,PROP1282,Gated Security
AMN01642,PROP1283,High-Speed WiFi
AMN01643,PROP1283,Attached Bathroom
AMN01644,PROP1283,Power Backup
AMN01645,PROP1283,Air Conditioner
AMN01646,PROP1283,Geyser
AMN01647,PROP1284,Club House
AMN01648,PROP1284,Children's Play Area
AMN01649,PROP1284,Fire Safety System
AMN01650,PROP1284,Covered Parking
AMN01651,PROP1284,24x7 Power Backup
AMN01652,PROP1285,Intercom
AMN01653,PROP1285,Covered Parking
AMN01654,PROP1285,Gym / Fitness Center
AMN01655,PROP1285,Gated Security
AMN01656,PROP1285,Park / Garden
AMN01657,PROP1286,CCTV Security
AMN01658,PROP1286,Water Storage Tank
AMN01659,PROP1286,24x7 Power Backup
AMN01660,PROP1287,High-Speed WiFi
AMN01661,PROP1287,Study Table
AMN01662,PROP1287,Washing Machine
AMN01663,PROP1287,Daily Housekeeping
AMN01664,PROP1287,CCTV / 24x7 Security
AMN01665,PROP1287,Power Backup
AMN01666,PROP1288,Intercom
AMN01667,PROP1288,Elevator / Lift
AMN01668,PROP1288,Gym / Fitness Center
AMN01669,PROP1288,Fire Safety System
AMN01670,PROP1288,EV Charging Point
AMN01671,PROP1288,Park / Garden
AMN01672,PROP1288,24x7 Power Backup
AMN01673,PROP1288,Covered Parking
AMN01674,PROP1289,EV Charging Point
AMN01675,PROP1289,Club House
AMN01676,PROP1289,Gym / Fitness Center
AMN01677,PROP1289,Covered Parking
AMN01678,PROP1289,Children's Play Area
AMN01679,PROP1289,Gated Security
AMN01680,PROP1289,Park / Garden
AMN01681,PROP1290,Gym / Fitness Center
AMN01682,PROP1290,Park / Garden
AMN01683,PROP1290,Gated Security
AMN01684,PROP1290,EV Charging Point
AMN01685,PROP1290,Children's Play Area
AMN01686,PROP1291,Power Backup
AMN01687,PROP1291,Study Table
AMN01688,PROP1291,Geyser
AMN01689,PROP1291,CCTV / 24x7 Security
AMN01690,PROP1292,Pet Friendly
AMN01691,PROP1292,24x7 Power Backup
AMN01692,PROP1292,Terrace Access
AMN01693,PROP1293,Children's Play Area
AMN01694,PROP1293,Club House
AMN01695,PROP1293,Park / Garden
AMN01696,PROP1293,Covered Parking
AMN01697,PROP1293,EV Charging Point
AMN01698,PROP1293,Fire Safety System
AMN01699,PROP1294,Covered Parking
AMN01700,PROP1294,EV Charging Point
AMN01701,PROP1294,24x7 Power Backup
AMN01702,PROP1294,Elevator / Lift
AMN01703,PROP1294,Club House
AMN01704,PROP1295,Study Table
AMN01705,PROP1295,Washing Machine
AMN01706,PROP1295,Daily Housekeeping
AMN01707,PROP1295,Microwave
AMN01708,PROP1295,CCTV / 24x7 Security
AMN01709,PROP1295,Attached Bathroom
AMN01710,PROP1295,Refrigerator
AMN01711,PROP1295,Geyser
AMN01712,PROP1296,Covered Parking
AMN01713,PROP1296,24x7 Power Backup
AMN01714,PROP1296,Solar Water Heater
AMN01715,PROP1296,Pet Friendly
AMN01716,PROP1296,Water Storage Tank
AMN01717,PROP1296,Terrace Access
AMN01718,PROP1297,Intercom
AMN01719,PROP1297,EV Charging Point
AMN01720,PROP1297,Swimming Pool
AMN01721,PROP1297,Park / Garden
AMN01722,PROP1297,24x7 Power Backup
AMN01723,PROP1297,Club House
AMN01724,PROP1297,Fire Safety System
AMN01725,PROP1298,24x7 Power Backup
AMN01726,PROP1298,Park / Garden
AMN01727,PROP1298,Fire Safety System
AMN01728,PROP1298,Covered Parking
AMN01729,PROP1298,Swimming Pool
AMN01730,PROP1298,Club House
AMN01731,PROP1299,Children's Play Area
AMN01732,PROP1299,Intercom
AMN01733,PROP1299,Elevator / Lift
AMN01734,PROP1299,24x7 Power Backup
AMN01735,PROP1299,Swimming Pool
AMN01736,PROP1300,24x7 Power Backup
AMN01737,PROP1300,Intercom
AMN01738,PROP1300,Elevator / Lift
AMN01739,PROP1300,Covered Parking
AMN01740,PROP1300,Park / Garden
AMN01741,PROP1300,Fire Safety System
AMN01742,PROP1300,Club House
AMN01743,PROP1301,Covered Parking
AMN01744,PROP1301,Intercom
AMN01745,PROP1301,Elevator / Lift
AMN01746,PROP1301,Club House
AMN01747,PROP1301,Fire Safety System
AMN01748,PROP1301,Swimming Pool
AMN01749,PROP1301,Gym / Fitness Center
AMN01750,PROP1301,Park / Garden
AMN01751,PROP1302,24x7 Power Backup
AMN01752,PROP1302,Covered Parking
AMN01753,PROP1302,Gated Security
AMN01754,PROP1302,Children's Play Area
AMN01755,PROP1302,Fire Safety System
AMN01756,PROP1302,Club House
AMN01757,PROP1302,EV Charging Point
AMN01758,PROP1302,Intercom
AMN01759,PROP1303,Private Garden
AMN01760,PROP1303,Covered Parking
AMN01761,PROP1303,24x7 Power Backup
AMN01762,PROP1303,Terrace Access
AMN01763,PROP1303,Pet Friendly
AMN01764,PROP1303,CCTV Security
AMN01765,PROP1304,Solar Water Heater
AMN01766,PROP1304,24x7 Power Backup
AMN01767,PROP1304,CCTV Security
AMN01768,PROP1304,Water Storage Tank
AMN01769,PROP1304,Pet Friendly
AMN01770,PROP1304,Private Garden
AMN01771,PROP1305,Gym / Fitness Center
AMN01772,PROP1305,EV Charging Point
AMN01773,PROP1305,Children's Play Area
AMN01774,PROP1305,24x7 Power Backup
AMN01775,PROP1305,Fire Safety System
AMN01776,PROP1305,Club House
AMN01777,PROP1305,Swimming Pool
AMN01778,PROP1305,Gated Security
AMN01779,PROP1306,High-Speed WiFi
AMN01780,PROP1306,Study Table
AMN01781,PROP1306,Washing Machine
AMN01782,PROP1306,Geyser
AMN01783,PROP1306,Air Conditioner
AMN01784,PROP1307,Swimming Pool
AMN01785,PROP1307,Elevator / Lift
AMN01786,PROP1307,Children's Play Area
AMN01787,PROP1307,Gym / Fitness Center
AMN01788,PROP1307,Club House
AMN01789,PROP1308,High-Speed WiFi
AMN01790,PROP1308,Microwave
AMN01791,PROP1308,Air Conditioner
AMN01792,PROP1308,Study Table
AMN01793,PROP1309,24x7 Power Backup
AMN01794,PROP1309,Park / Garden
AMN01795,PROP1309,Covered Parking
AMN01796,PROP1309,Elevator / Lift
AMN01797,PROP1310,Swimming Pool
AMN01798,PROP1310,Covered Parking
AMN01799,PROP1310,Gated Security
AMN01800,PROP1310,Elevator / Lift
AMN01801,PROP1311,Covered Parking
AMN01802,PROP1311,Gym / Fitness Center
AMN01803,PROP1311,Intercom
AMN01804,PROP1311,Club House
AMN01805,PROP1311,Swimming Pool
AMN01806,PROP1312,Children's Play Area
AMN01807,PROP1312,Park / Garden
AMN01808,PROP1312,EV Charging Point
AMN01809,PROP1312,Fire Safety System
AMN01810,PROP1312,Swimming Pool
AMN01811,PROP1312,Gym / Fitness Center
AMN01812,PROP1312,24x7 Power Backup
AMN01813,PROP1312,Club House
AMN01814,PROP1313,Club House
AMN01815,PROP1313,Covered Parking
AMN01816,PROP1313,Intercom
AMN01817,PROP1313,Gym / Fitness Center
AMN01818,PROP1313,Gated Security
AMN01819,PROP1313,Fire Safety System
AMN01820,PROP1314,EV Charging Point
AMN01821,PROP1314,Fire Safety System
AMN01822,PROP1314,Gated Security
AMN01823,PROP1314,Intercom
AMN01824,PROP1314,Children's Play Area
AMN01825,PROP1314,Elevator / Lift
AMN01826,PROP1315,Club House
AMN01827,PROP1315,Gated Security
AMN01828,PROP1315,Gym / Fitness Center
AMN01829,PROP1315,Intercom
AMN01830,PROP1315,Elevator / Lift
AMN01831,PROP1316,Club House
AMN01832,PROP1316,Gym / Fitness Center
AMN01833,PROP1316,Elevator / Lift
AMN01834,PROP1316,Covered Parking
AMN01835,PROP1316,Gated Security
AMN01836,PROP1317,CCTV Security
AMN01837,PROP1317,Terrace Access
AMN01838,PROP1317,Covered Parking
AMN01839,PROP1317,Water Storage Tank
AMN01840,PROP1318,Elevator / Lift
AMN01841,PROP1318,Children's Play Area
AMN01842,PROP1318,24x7 Power Backup
AMN01843,PROP1318,Intercom
AMN01844,PROP1319,Covered Parking
AMN01845,PROP1319,Club House
AMN01846,PROP1319,Gated Security
AMN01847,PROP1319,Fire Safety System
AMN01848,PROP1319,24x7 Power Backup
AMN01849,PROP1320,Study Table
AMN01850,PROP1320,Microwave
AMN01851,PROP1320,Attached Bathroom
AMN01852,PROP1320,RO Drinking Water
AMN01853,PROP1320,Geyser
AMN01854,PROP1320,Daily Housekeeping
AMN01855,PROP1320,Power Backup
AMN01856,PROP1320,CCTV / 24x7 Security
AMN01857,PROP1321,24x7 Power Backup
AMN01858,PROP1321,Terrace Access
AMN01859,PROP1321,Solar Water Heater
AMN01860,PROP1322,RO Drinking Water
AMN01861,PROP1322,Refrigerator
AMN01862,PROP1322,Study Table
AMN01863,PROP1322,Air Conditioner
AMN01864,PROP1322,Microwave
AMN01865,PROP1322,Washing Machine
AMN01866,PROP1322,Power Backup
AMN01867,PROP1323,Elevator / Lift
AMN01868,PROP1323,Intercom
AMN01869,PROP1323,Children's Play Area
AMN01870,PROP1323,Club House
AMN01871,PROP1323,EV Charging Point
AMN01872,PROP1323,Gym / Fitness Center
AMN01873,PROP1323,Fire Safety System
AMN01874,PROP1324,24x7 Power Backup
AMN01875,PROP1324,Elevator / Lift
AMN01876,PROP1324,Children's Play Area
AMN01877,PROP1324,Swimming Pool
AMN01878,PROP1324,Park / Garden
AMN01879,PROP1324,Gym / Fitness Center
AMN01880,PROP1324,Intercom
AMN01881,PROP1325,Study Table
AMN01882,PROP1325,Power Backup
AMN01883,PROP1325,High-Speed WiFi
AMN01884,PROP1325,Washing Machine
AMN01885,PROP1325,Air Conditioner
AMN01886,PROP1326,Children's Play Area
AMN01887,PROP1326,Swimming Pool
AMN01888,PROP1326,Gated Security
AMN01889,PROP1326,EV Charging Point
AMN01890,PROP1326,Elevator / Lift
AMN01891,PROP1327,Club House
AMN01892,PROP1327,Elevator / Lift
AMN01893,PROP1327,EV Charging Point
AMN01894,PROP1327,Park / Garden
AMN01895,PROP1327,Gym / Fitness Center
AMN01896,PROP1327,Children's Play Area
AMN01897,PROP1328,Gym / Fitness Center
AMN01898,PROP1328,Intercom
AMN01899,PROP1328,Elevator / Lift
AMN01900,PROP1328,Fire Safety System
AMN01901,PROP1328,Covered Parking
AMN01902,PROP1329,EV Charging Point
AMN01903,PROP1329,Covered Parking
AMN01904,PROP1329,Fire Safety System
AMN01905,PROP1329,Gated Security
AMN01906,PROP1330,Daily Housekeeping
AMN01907,PROP1330,Power Backup
AMN01908,PROP1330,High-Speed WiFi
AMN01909,PROP1330,RO Drinking Water
AMN01910,PROP1330,Geyser
AMN01911,PROP1331,EV Charging Point
AMN01912,PROP1331,Fire Safety System
AMN01913,PROP1331,Park / Garden
AMN01914,PROP1331,Elevator / Lift
AMN01915,PROP1331,Intercom
AMN01916,PROP1331,Covered Parking
AMN01917,PROP1331,Gated Security
AMN01918,PROP1331,Club House
AMN01919,PROP1332,Covered Parking
AMN01920,PROP1332,Intercom
AMN01921,PROP1332,Club House
AMN01922,PROP1332,EV Charging Point
AMN01923,PROP1333,CCTV Security
AMN01924,PROP1333,Water Storage Tank
AMN01925,PROP1333,Terrace Access
AMN01926,PROP1334,Attached Bathroom
AMN01927,PROP1334,Power Backup
AMN01928,PROP1334,RO Drinking Water
AMN01929,PROP1334,Refrigerator
AMN01930,PROP1335,Children's Play Area
AMN01931,PROP1335,Club House
AMN01932,PROP1335,Gated Security
AMN01933,PROP1335,24x7 Power Backup
AMN01934,PROP1335,Fire Safety System
AMN01935,PROP1335,Swimming Pool
AMN01936,PROP1336,Fire Safety System
AMN01937,PROP1336,Swimming Pool
AMN01938,PROP1336,Club House
AMN01939,PROP1336,24x7 Power Backup
AMN01940,PROP1336,Covered Parking
AMN01941,PROP1337,Air Conditioner
AMN01942,PROP1337,Attached Bathroom
AMN01943,PROP1337,Geyser
AMN01944,PROP1337,High-Speed WiFi
AMN01945,PROP1337,Microwave
AMN01946,PROP1337,CCTV / 24x7 Security
AMN01947,PROP1337,Daily Housekeeping
AMN01948,PROP1338,Microwave
AMN01949,PROP1338,CCTV / 24x7 Security
AMN01950,PROP1338,Refrigerator
AMN01951,PROP1338,Daily Housekeeping
AMN01952,PROP1338,High-Speed WiFi
AMN01953,PROP1338,Attached Bathroom
AMN01954,PROP1338,Air Conditioner
AMN01955,PROP1339,Pet Friendly
AMN01956,PROP1339,Private Garden
AMN01957,PROP1339,CCTV Security
AMN01958,PROP1339,Covered Parking
AMN01959,PROP1339,Solar Water Heater
AMN01960,PROP1339,24x7 Power Backup
AMN01961,PROP1340,Private Garden
AMN01962,PROP1340,Terrace Access
AMN01963,PROP1340,Pet Friendly
AMN01964,PROP1340,CCTV Security
AMN01965,PROP1340,24x7 Power Backup
AMN01966,PROP1341,Covered Parking
AMN01967,PROP1341,Pet Friendly
AMN01968,PROP1341,Terrace Access
AMN01969,PROP1341,CCTV Security
AMN01970,PROP1341,24x7 Power Backup
AMN01971,PROP1342,Children's Play Area
AMN01972,PROP1342,Gated Security
AMN01973,PROP1342,Gym / Fitness Center
AMN01974,PROP1342,24x7 Power Backup
AMN01975,PROP1342,Fire Safety System
AMN01976,PROP1342,Covered Parking
AMN01977,PROP1342,EV Charging Point
AMN01978,PROP1342,Swimming Pool
AMN01979,PROP1343,Children's Play Area
AMN01980,PROP1343,Park / Garden
AMN01981,PROP1343,EV Charging Point
AMN01982,PROP1343,Gated Security
AMN01983,PROP1344,Private Garden
AMN01984,PROP1344,Solar Water Heater
AMN01985,PROP1344,Covered Parking
AMN01986,PROP1344,24x7 Power Backup
AMN01987,PROP1344,Pet Friendly
AMN01988,PROP1345,Gated Security
AMN01989,PROP1345,Fire Safety System
AMN01990,PROP1345,Gym / Fitness Center
AMN01991,PROP1345,EV Charging Point
AMN01992,PROP1345,24x7 Power Backup
AMN01993,PROP1345,Intercom
AMN01994,PROP1345,Club House
AMN01995,PROP1345,Park / Garden
AMN01996,PROP1346,24x7 Power Backup
AMN01997,PROP1346,Club House
AMN01998,PROP1346,Gym / Fitness Center
AMN01999,PROP1346,Gated Security
AMN02000,PROP1347,Fire Safety System
AMN02001,PROP1347,Gated Security
AMN02002,PROP1347,Children's Play Area
AMN02003,PROP1347,Park / Garden
AMN02004,PROP1347,24x7 Power Backup
AMN02005,PROP1348,Geyser
AMN02006,PROP1348,CCTV / 24x7 Security
AMN02007,PROP1348,Washing Machine
AMN02008,PROP1348,Daily Housekeeping
AMN02009,PROP1348,Power Backup
AMN02010,PROP1348,High-Speed WiFi
AMN02011,PROP1349,Attached Bathroom
AMN02012,PROP1349,Study Table
AMN02013,PROP1349,Microwave
AMN02014,PROP1349,Air Conditioner
AMN02015,PROP1349,Daily Housekeeping
AMN02016,PROP1349,High-Speed WiFi
AMN02017,PROP1349,Refrigerator
AMN02018,PROP1350,Park / Garden
AMN02019,PROP1350,Fire Safety System
AMN02020,PROP1350,Children's Play Area
AMN02021,PROP1350,Gated Security
AMN02022,PROP1351,Air Conditioner
AMN02023,PROP1351,Daily Housekeeping
AMN02024,PROP1351,Attached Bathroom
AMN02025,PROP1351,RO Drinking Water
AMN02026,PROP1351,Power Backup
AMN02027,PROP1351,CCTV / 24x7 Security
AMN02028,PROP1351,Refrigerator
AMN02029,PROP1352,Washing Machine
AMN02030,PROP1352,Study Table
AMN02031,PROP1352,Geyser
AMN02032,PROP1352,Power Backup
AMN02033,PROP1352,Daily Housekeeping
AMN02034,PROP1352,Refrigerator
AMN02035,PROP1353,Club House
AMN02036,PROP1353,Elevator / Lift
AMN02037,PROP1353,24x7 Power Backup
AMN02038,PROP1353,Children's Play Area
AMN02039,PROP1353,Fire Safety System
AMN02040,PROP1353,Park / Garden
AMN02041,PROP1353,Intercom
AMN02042,PROP1354,Park / Garden
AMN02043,PROP1354,Swimming Pool
AMN02044,PROP1354,Elevator / Lift
AMN02045,PROP1354,24x7 Power Backup
AMN02046,PROP1354,Gym / Fitness Center
AMN02047,PROP1354,Fire Safety System
AMN02048,PROP1354,Covered Parking
AMN02049,PROP1354,EV Charging Point
AMN02050,PROP1355,Gated Security
AMN02051,PROP1355,Children's Play Area
AMN02052,PROP1355,Elevator / Lift
AMN02053,PROP1355,EV Charging Point
AMN02054,PROP1355,Fire Safety System
AMN02055,PROP1355,Park / Garden
AMN02056,PROP1355,Intercom
AMN02057,PROP1355,Club House
AMN02058,PROP1356,Refrigerator
AMN02059,PROP1356,RO Drinking Water
AMN02060,PROP1356,Geyser
AMN02061,PROP1356,CCTV / 24x7 Security
AMN02062,PROP1356,Power Backup
AMN02063,PROP1356,Microwave
AMN02064,PROP1357,Water Storage Tank
AMN02065,PROP1357,Pet Friendly
AMN02066,PROP1357,Terrace Access
AMN02067,PROP1357,Covered Parking
AMN02068,PROP1357,24x7 Power Backup
AMN02069,PROP1358,Children's Play Area
AMN02070,PROP1358,24x7 Power Backup
AMN02071,PROP1358,Park / Garden
AMN02072,PROP1358,Swimming Pool
